Norway_index,z_index_index,ATC_match,best_z_index_index
316,3097,True,
316,8219,True,
316,22539,True,
316,25261,True,
321,1349,True,33693
321,1350,True,33693
321,4022,True,33693
321,4023,True,33693
321,19151,True,33693
321,19168,True,33693
321,32148,True,33693
321,34798,True,33693
321,34799,True,33693
321,67443,True,33693
321,67456,True,33693
324,12415,True,83879
324,24572,True,83879
326,3464,True,94188
326,3465,True,94188
326,7326,True,94188
326,14554,True,94188
326,18788,True,94188
328,1317,True,
328,2498,True,
328,2611,True,
328,2612,True,
328,2613,True,
328,2640,True,
328,2734,True,
328,4835,True,
328,5750,True,
328,8335,True,
328,15146,True,
328,15147,True,
328,15927,True,
328,16303,True,
328,20544,True,
328,20573,True,
328,23590,True,
328,24390,True,
328,28396,True,
328,29836,True,
328,30490,True,
328,35924,True,
328,36780,True,
328,54370,True,
328,73936,True,
329,1317,True,
329,2498,True,
329,2611,True,
329,2612,True,
329,2613,True,
329,2640,True,
329,2734,True,
329,4835,True,
329,5750,True,
329,8335,True,
329,15146,True,
329,15147,True,
329,15927,True,
329,16303,True,
329,20544,True,
329,20573,True,
329,23590,True,
329,24390,True,
329,28396,True,
329,29836,True,
329,30490,True,
329,35924,True,
329,36780,True,
329,54370,True,
329,73936,True,
337,28737,True,
337,28738,True,
342,11840,True,
342,11841,True,
342,11842,True,
342,65424,True,
342,68273,True,
344,933,True,29785
344,934,True,29785
344,1485,True,29785
344,1727,True,29785
344,1728,True,29785
344,1729,True,29785
344,1730,True,29785
344,26312,True,29785
345,933,True,29793
345,934,True,29793
345,1485,True,29793
345,1727,True,29793
345,1728,True,29793
345,1729,True,29793
345,1730,True,29793
345,26312,True,29793
346,933,True,29793
346,934,True,29793
346,1485,True,29793
346,1727,True,29793
346,1728,True,29793
346,1729,True,29793
346,1730,True,29793
346,26312,True,29793
347,650,True,
347,53802,True,
348,2149,True,51098
348,2151,True,51098
348,2153,True,51098
348,5994,True,51098
348,16545,True,51098
348,18872,True,51098
348,19153,True,51098
348,32037,True,51098
348,67054,True,51098
348,67058,True,51098
352,1673,True,231045
352,20532,True,231045
352,45425,True,231045
352,72314,True,231045
355,2600,True,29874
355,9949,True,29874
356,8758,True,84352
358,7897,True,94803
358,15338,True,94803
358,15339,True,94803
358,73002,True,94803
358,73152,True,94803
366,2474,True,53902
366,2475,True,53902
366,3551,True,53902
366,24788,True,53902
366,25422,True,53902
366,28940,True,53902
366,36441,True,53902
367,1858,True,125156
367,1859,True,125156
367,2583,True,125156
367,2584,True,125156
367,2845,True,125156
367,3138,True,125156
367,4952,True,125156
367,5181,True,125156
367,5183,True,125156
367,5184,True,125156
367,5186,True,125156
367,49435,True,125156
368,41311,True,201650
