Netherlands_index,z_index_index,ATC_match,best_z_index_index
122,3787,True,82244
122,3788,True,82244
122,3881,True,82244
122,7438,True,82244
122,7440,True,82244
122,7441,True,82244
122,7442,True,82244
122,7443,True,82244
122,7444,True,82244
122,9199,True,82244
122,16238,True,82244
122,21064,True,82244
122,23115,True,82244
122,23116,True,82244
122,23117,True,82244
122,23118,True,82244
122,23119,True,82244
122,23120,True,82244
122,23121,True,82244
122,23122,True,82244
122,23123,True,82244
122,23124,True,82244
122,23405,True,82244
122,25377,True,82244
122,25378,True,82244
122,25379,True,82244
122,25380,True,82244
122,25381,True,82244
122,25383,True,82244
122,25384,True,82244
123,3184,True,60186
123,28046,True,60186
124,2849,True,66788
124,2850,True,66788
124,2851,True,66788
124,2852,True,66788
124,3706,True,66788
124,3822,True,66788
124,3823,True,66788
124,3824,True,66788
124,4282,True,66788
124,4521,True,66788
124,14672,True,66788
124,14673,True,66788
124,14674,True,66788
124,14675,True,66788
124,14676,True,66788
124,16273,True,66788
124,19831,True,66788
124,19832,True,66788
124,24280,True,66788
124,24284,True,66788
124,28268,True,66788
124,67956,True,66788
124,67957,True,66788
124,67958,True,66788
125,10401,True,43478
125,54952,True,43478
126,225,True,
126,1052,True,
126,1688,True,
126,22453,True,
126,64307,True,
127,3814,True,
127,5130,True,
127,5131,True,
127,5132,True,
128,2849,True,70726
128,2850,True,70726
128,2851,True,70726
128,2852,True,70726
128,3706,True,70726
128,3822,True,70726
128,3823,True,70726
128,3824,True,70726
128,4282,True,70726
128,4521,True,70726
128,14672,True,70726
128,14673,True,70726
128,14674,True,70726
128,14675,True,70726
128,14676,True,70726
128,16273,True,70726
128,19831,True,70726
128,19832,True,70726
128,24280,True,70726
128,24284,True,70726
128,28268,True,70726
128,67956,True,70726
128,67957,True,70726
128,67958,True,70726
129,23394,True,123536
129,23396,True,123536
130,20070,True,
131,356,True,2097
131,360,True,2097
131,27730,True,2097
131,48546,True,2097
131,62534,True,2097
132,3115,True,68888
132,3837,True,68888
132,20074,True,68888
133,11865,True,8311
134,13370,True,92576
134,13381,True,92576
134,18032,True,92576
134,23229,True,92576
135,49994,True,90883
135,72231,True,90883
136,26739,True,128058
137,11336,True,100153
137,18074,True,100153
137,18077,True,100153
137,24269,True,100153
137,54374,True,100153
138,1845,True,60070
138,1846,True,60070
138,1847,True,60070
138,17821,True,60070
138,17822,True,60070
138,20807,True,60070
138,22190,True,60070
138,28032,True,60070
138,54111,True,60070
138,54112,True,60070
138,54113,True,60070
138,54114,True,60070
138,54115,True,60070
138,54116,True,60070
138,71787,True,60070
138,74363,True,60070
139,3349,True,53627
139,3350,True,53627
139,15766,True,53627
140,1319,True,3492
140,2634,True,3492
141,6868,True,134341
141,6899,True,134341
141,32286,True,134341
141,32289,True,134341
141,47788,True,134341
142,598,True,123323
142,599,True,123323
142,23980,True,123323
142,24470,True,123323
142,30661,True,123323
142,30797,True,123323
142,52226,True,123323
142,69852,True,123323
143,12145,True,90778
144,1501,True,82449
144,5759,True,82449
144,7315,True,82449
145,424,True,17809
145,709,True,17809
145,1862,True,17809
145,1864,True,17809
145,3740,True,17809
145,4498,True,17809
145,4500,True,17809
145,4502,True,17809
145,4504,True,17809
145,5753,True,17809
146,2415,True,44369
146,3553,True,44369
146,4112,True,44369
146,4692,True,44369
146,4693,True,44369
146,5735,True,44369
146,24739,True,44369
147,8507,True,83909
147,8538,True,83909
147,8569,True,83909
147,8600,True,83909
147,23499,True,83909
147,27421,True,83909
147,27452,True,83909
148,11336,True,100145
148,18074,True,100145
148,18077,True,100145
148,24269,True,100145
148,54374,True,100145
149,218,True,16705
149,20122,True,16705
150,913,True,39411
150,3148,True,39411
150,7327,True,39411
150,45526,True,39411
150,48531,True,39411
150,58681,True,39411
150,58682,True,39411
150,64301,True,39411
150,64302,True,39411
151,2620,True,23698
151,2621,True,23698
151,2622,True,23698
151,6396,True,23698
151,7332,True,23698
151,46624,True,23698
152,110,True,27448
152,474,True,27448
152,495,True,27448
153,3523,True,
153,3524,True,
153,3798,True,
153,4740,True,
153,4741,True,
153,4742,True,
153,42772,True,
153,42775,True,
153,69851,True,
154,274,True,145378
154,276,True,145378
154,41471,True,145378
156,17393,True,214558
156,30594,True,214558
156,49395,True,214558
157,5087,True,122416
157,5430,True,122416
157,29588,True,122416
158,14469,True,98361
158,14470,True,98361
158,20747,True,98361
158,63436,True,98361
158,63467,True,98361
158,63468,True,98361
158,63469,True,98361
158,63470,True,98361
158,63471,True,98361
159,997,True,145912
159,999,True,145912
159,3714,True,145912
159,19815,True,145912
159,20259,True,145912
159,22176,True,145912
159,22178,True,145912
159,24781,True,145912
159,25882,True,145912
159,30195,True,145912
159,30197,True,145912
159,37045,True,145912
159,37047,True,145912
159,37072,True,145912
159,37576,True,145912
159,40558,True,145912
159,65949,True,145912
159,68455,True,145912
159,70734,True,145912
160,1479,True,98612
160,1480,True,98612
160,1481,True,98612
160,17558,True,98612
160,17559,True,98612
160,18544,True,98612
161,24382,True,213543
161,58605,True,213543
162,259,True,23469
162,260,True,23469
162,265,True,23469
162,278,True,23469
162,520,True,23469
162,527,True,23469
162,612,True,23469
162,995,True,23469
162,1720,True,23469
162,3424,True,23469
162,3425,True,23469
162,3887,True,23469
162,11473,True,23469
162,11474,True,23469
162,11475,True,23469
162,29720,True,23469
162,29850,True,23469
162,29851,True,23469
162,29852,True,23469
162,29853,True,23469
162,29854,True,23469
162,29855,True,23469
