Romania_index,z_index_index,ATC_match,best_z_index_index
301,74642,True,94838
303,708,True,50458
303,991,True,50458
303,3644,True,50458
303,3646,True,50458
303,4200,True,50458
303,4201,True,50458
303,4202,True,50458
303,6607,True,50458
303,45481,True,50458
303,45482,True,50458
303,46669,True,50458
305,799,True,68284
305,800,True,68284
305,801,True,68284
305,910,True,68284
305,1227,True,68284
305,2758,True,68284
305,3757,True,68284
305,3758,True,68284
305,3759,True,68284
305,63000,True,68284
305,63001,True,68284
305,69197,True,68284
309,662,True,
309,73470,True,
310,6034,True,117498
310,24029,True,117498
310,25189,True,117498
310,72315,True,117498
312,35338,True,
312,35339,True,
312,35340,True,
313,5429,True,27863
313,23981,True,27863
313,23982,True,27863
313,24461,True,27863
313,45524,True,27863
313,47845,True,27863
313,61200,True,27863
314,708,True,50466
314,991,True,50466
314,3644,True,50466
314,3646,True,50466
314,4200,True,50466
314,4201,True,50466
314,4202,True,50466
314,6607,True,50466
314,45481,True,50466
314,45482,True,50466
314,46669,True,50466
315,708,True,50458
315,991,True,50458
315,3644,True,50458
315,3646,True,50458
315,4200,True,50458
315,4201,True,50458
315,4202,True,50458
315,6607,True,50458
315,45481,True,50458
315,45482,True,50458
315,46669,True,50458
317,1317,True,67903
317,2498,True,67903
317,2611,True,67903
317,2612,True,67903
317,2613,True,67903
317,2640,True,67903
317,2734,True,67903
317,4835,True,67903
317,5750,True,67903
317,8335,True,67903
317,15146,True,67903
317,15147,True,67903
317,15927,True,67903
317,16303,True,67903
317,20544,True,67903
317,20573,True,67903
317,23590,True,67903
317,24390,True,67903
317,28396,True,67903
317,29836,True,67903
317,30490,True,67903
317,35924,True,67903
317,36780,True,67903
317,54370,True,67903
317,73936,True,67903
318,1317,True,67903
318,2498,True,67903
318,2611,True,67903
318,2612,True,67903
318,2613,True,67903
318,2640,True,67903
318,2734,True,67903
318,4835,True,67903
318,5750,True,67903
318,8335,True,67903
318,15146,True,67903
318,15147,True,67903
318,15927,True,67903
318,16303,True,67903
318,20544,True,67903
318,20573,True,67903
318,23590,True,67903
318,24390,True,67903
318,28396,True,67903
318,29836,True,67903
318,30490,True,67903
318,35924,True,67903
318,36780,True,67903
318,54370,True,67903
318,73936,True,67903
319,28107,True,6572
319,46376,True,6572
319,56948,True,6572
319,63482,True,6572
320,16501,True,
320,17142,True,
322,9032,True,214213
322,9040,True,214213
322,9048,True,214213
322,57374,True,214213
323,9032,True,214205
323,9040,True,214205
323,9048,True,214205
323,57374,True,214205
324,9032,True,214191
324,9040,True,214191
324,9048,True,214191
324,57374,True,214191
325,6594,True,81450
326,1304,True,
326,1305,True,
326,1306,True,
326,2421,True,
326,3742,True,
326,3743,True,
326,4531,True,
326,4532,True,
326,6425,True,
326,25866,True,
326,39174,True,
326,54001,True,
326,54580,True,
326,54581,True,
326,54582,True,
326,54583,True,
326,55315,True,
326,57722,True,
326,57723,True,
326,60166,True,
326,64869,True,
326,69203,True,
326,69397,True,
326,72440,True,
328,1738,True,39977
328,4753,True,39977
328,4832,True,39977
328,4833,True,39977
328,6760,True,39977
330,605,True,17469
330,703,True,17469
330,1313,True,17469
330,1883,True,17469
330,3116,True,17469
330,3874,True,17469
330,5915,True,17469
330,13567,True,17469
330,22818,True,17469
330,32783,True,17469
330,43219,True,17469
330,43559,True,17469
330,50650,True,17469
330,50651,True,17469
330,63216,True,17469
330,73956,True,17469
338,1317,True,67903
338,2498,True,67903
338,2611,True,67903
338,2612,True,67903
338,2613,True,67903
338,2640,True,67903
338,2734,True,67903
338,4835,True,67903
338,5750,True,67903
338,8335,True,67903
338,15146,True,67903
338,15147,True,67903
338,15927,True,67903
338,16303,True,67903
338,20544,True,67903
338,20573,True,67903
338,23590,True,67903
338,24390,True,67903
338,28396,True,67903
338,29836,True,67903
338,30490,True,67903
338,35924,True,67903
338,36780,True,67903
338,54370,True,67903
338,73936,True,67903
339,553,True,45276
339,2178,True,45276
339,2369,True,45276
339,2386,True,45276
339,3636,True,45276
339,6065,True,45276
339,25860,True,45276
339,42703,True,45276
339,46734,True,45276
339,54579,True,45276
339,69955,True,45276
339,71105,True,45276
343,29088,True,100846
343,32479,True,100846
343,52938,True,100846
348,6654,True,1090
348,14459,True,1090
348,14461,True,1090
348,56117,True,1090
348,61137,True,1090
348,61138,True,1090
348,64589,True,1090
348,66340,True,1090
353,897,True,39071
353,898,True,39071
353,899,True,39071
353,1336,True,39071
353,1337,True,39071
353,1338,True,39071
353,4823,True,39071
354,897,True,39063
354,898,True,39063
354,899,True,39063
354,1336,True,39063
354,1337,True,39063
354,1338,True,39063
354,4823,True,39063
357,8307,True,74934
357,25362,True,74934
359,15794,True,70300
359,18142,True,70300
359,23597,True,70300
361,605,True,27278
361,703,True,27278
361,1313,True,27278
361,1883,True,27278
361,3116,True,27278
361,3874,True,27278
361,5915,True,27278
361,13567,True,27278
361,22818,True,27278
361,32783,True,27278
361,43219,True,27278
361,43559,True,27278
361,50650,True,27278
361,50651,True,27278
361,63216,True,27278
361,73956,True,27278
363,3911,True,
363,3912,True,
363,3913,True,
363,20047,True,
363,51732,True,
364,1779,True,31917
364,1780,True,31917
364,1781,True,31917
364,2419,True,31917
364,2420,True,31917
365,374,True,3158
365,478,True,3158
365,479,True,3158
365,480,True,3158
365,1035,True,3158
365,1036,True,3158
365,3806,True,3158
365,7621,True,3158
365,16300,True,3158
365,16301,True,3158
365,16302,True,3158
365,22422,True,3158
365,28023,True,3158
365,32916,True,3158
365,32918,True,3158
365,50754,True,3158
366,374,True,7226
366,478,True,7226
366,479,True,7226
366,480,True,7226
366,1035,True,7226
366,1036,True,7226
366,3806,True,7226
366,7621,True,7226
366,16300,True,7226
366,16301,True,7226
366,16302,True,7226
366,22422,True,7226
366,28023,True,7226
366,32916,True,7226
366,32918,True,7226
366,50754,True,7226
369,799,True,68276
369,800,True,68276
369,801,True,68276
369,910,True,68276
369,1227,True,68276
369,2758,True,68276
369,3757,True,68276
369,3758,True,68276
369,3759,True,68276
369,63000,True,68276
369,63001,True,68276
369,69197,True,68276
375,7323,True,
375,7324,True,
375,24262,True,
375,26022,True,
375,26353,True,
375,29134,True,
375,29135,True,
375,36383,True,
375,38619,True,
375,39331,True,
375,39332,True,
375,39333,True,
375,39334,True,
375,39697,True,
375,39699,True,
375,42325,True,
375,42326,True,
375,54036,True,
375,54037,True,
375,54039,True,
375,54591,True,
375,55320,True,
375,55321,True,
375,55322,True,
375,56972,True,
375,62388,True,
375,63009,True,
375,64746,True,
375,65038,True,
375,65509,True,
375,65556,True,
375,68330,True,
375,69160,True,
375,70419,True,
377,8356,True,218138
377,8503,True,218138
377,8504,True,218138
379,5255,True,219037
380,47394,True,209341
380,47395,True,209341
381,605,True,47872
381,703,True,47872
381,1313,True,47872
381,1883,True,47872
381,3116,True,47872
381,3874,True,47872
381,5915,True,47872
381,13567,True,47872
381,22818,True,47872
381,32783,True,47872
381,43219,True,47872
381,43559,True,47872
381,50650,True,47872
381,50651,True,47872
381,63216,True,47872
381,73956,True,47872
382,605,True,
382,703,True,
382,1313,True,
382,1883,True,
382,3116,True,
382,3874,True,
382,5915,True,
382,13567,True,
382,22818,True,
382,32783,True,
382,43219,True,
382,43559,True,
382,50650,True,
382,50651,True,
382,63216,True,
382,73956,True,
383,1317,True,
383,2498,True,
383,2611,True,
383,2612,True,
383,2613,True,
383,2640,True,
383,2734,True,
383,4835,True,
383,5750,True,
383,8335,True,
383,15146,True,
383,15147,True,
383,15927,True,
383,16303,True,
383,20544,True,
383,20573,True,
383,23590,True,
383,24390,True,
383,28396,True,
383,29836,True,
383,30490,True,
383,35924,True,
383,36780,True,
383,54370,True,
383,73936,True,
384,12488,True,24082
384,12489,True,24082
384,12490,True,24082
384,12535,True,24082
384,27385,True,24082
384,52666,True,24082
384,54141,True,24082
388,799,True,68268
388,800,True,68268
388,801,True,68268
388,910,True,68268
388,1227,True,68268
388,2758,True,68268
388,3757,True,68268
388,3758,True,68268
388,3759,True,68268
388,63000,True,68268
388,63001,True,68268
388,69197,True,68268
389,1317,True,
389,2498,True,
389,2611,True,
389,2612,True,
389,2613,True,
389,2640,True,
389,2734,True,
389,4835,True,
389,5750,True,
389,8335,True,
389,15146,True,
389,15147,True,
389,15927,True,
389,16303,True,
389,20544,True,
389,20573,True,
389,23590,True,
389,24390,True,
389,28396,True,
389,29836,True,
389,30490,True,
389,35924,True,
389,36780,True,
389,54370,True,
389,73936,True,
392,35083,True,125938
392,46028,True,125938
405,8307,True,74934
405,25362,True,74934
406,3427,True,201057
406,3428,True,201057
406,3429,True,201057
406,4787,True,201057
407,3427,True,201049
407,3428,True,201049
407,3429,True,201049
407,4787,True,201049
408,3427,True,201030
408,3428,True,201030
408,3429,True,201030
408,4787,True,201030
414,2620,True,21075
414,2621,True,21075
414,2622,True,21075
414,6396,True,21075
414,7332,True,21075
414,46624,True,21075
415,2620,True,21083
415,2621,True,21083
415,2622,True,21083
415,6396,True,21083
415,7332,True,21083
415,46624,True,21083
417,374,True,7226
417,478,True,7226
417,479,True,7226
417,480,True,7226
417,1035,True,7226
417,1036,True,7226
417,3806,True,7226
417,7621,True,7226
417,16300,True,7226
417,16301,True,7226
417,16302,True,7226
417,22422,True,7226
417,28023,True,7226
417,32916,True,7226
417,32918,True,7226
417,50754,True,7226
419,4811,True,
419,4812,True,
419,15719,True,
419,31841,True,
419,68850,True,
420,4409,True,60496
420,12163,True,60496
420,12164,True,60496
420,51800,True,60496
420,65538,True,60496
425,12597,True,22195
425,12598,True,22195
425,12599,True,22195
425,24764,True,22195
425,26021,True,22195
425,39340,True,22195
425,39341,True,22195
425,39342,True,22195
425,39343,True,22195
425,39344,True,22195
425,47365,True,22195
425,47367,True,22195
425,47375,True,22195
425,47376,True,22195
425,47377,True,22195
425,47378,True,22195
425,47379,True,22195
425,48525,True,22195
425,48526,True,22195
425,48528,True,22195
425,48529,True,22195
425,48530,True,22195
425,49233,True,22195
425,49603,True,22195
425,52126,True,22195
425,54018,True,22195
425,54027,True,22195
425,54028,True,22195
425,54029,True,22195
425,55318,True,22195
425,57676,True,22195
425,57677,True,22195
425,57678,True,22195
425,60177,True,22195
425,60178,True,22195
425,60183,True,22195
425,63007,True,22195
425,63070,True,22195
425,63585,True,22195
425,64435,True,22195
425,65485,True,22195
425,65510,True,22195
425,65511,True,22195
425,66872,True,22195
425,67208,True,22195
425,68329,True,22195
425,68494,True,22195
425,68495,True,22195
425,69956,True,22195
425,71085,True,22195
425,72997,True,22195
426,6861,True,86479
426,9651,True,86479
426,12241,True,86479
427,65333,True,
428,29088,True,136913
428,32479,True,136913
428,52938,True,136913
437,13980,True,
437,13990,True,
437,14000,True,
437,18633,True,
437,18643,True,
437,18653,True,
437,21022,True,
437,23137,True,
437,23147,True,
437,23157,True,
437,23167,True,
437,23177,True,
437,23187,True,
437,25282,True,
437,25292,True,
437,25302,True,
437,25312,True,
437,28428,True,
437,28841,True,
437,28851,True,
437,29319,True,
437,29329,True,
437,29339,True,
437,29349,True,
437,29359,True,
437,29369,True,
437,29379,True,
437,29413,True,
437,29444,True,
437,29454,True,
437,34926,True,
437,34937,True,
437,34947,True,
437,34957,True,
437,34967,True,
437,34977,True,
437,34987,True,
437,37853,True,
437,37863,True,
437,37873,True,
437,40939,True,
437,40949,True,
437,40959,True,
437,40972,True,
437,41753,True,
437,41754,True,
437,41755,True,
437,42262,True,
437,45194,True,
437,45214,True,
437,45224,True,
437,45234,True,
437,45244,True,
437,58661,True,
437,69308,True,
437,73419,True,
437,73429,True,
437,73439,True,
437,73449,True,
437,73459,True,
438,13980,True,57703
438,13990,True,57703
438,14000,True,57703
438,18633,True,57703
438,18643,True,57703
438,18653,True,57703
438,21022,True,57703
438,23137,True,57703
438,23147,True,57703
438,23157,True,57703
438,23167,True,57703
438,23177,True,57703
438,23187,True,57703
438,25282,True,57703
438,25292,True,57703
438,25302,True,57703
438,25312,True,57703
438,28428,True,57703
438,28841,True,57703
438,28851,True,57703
438,29319,True,57703
438,29329,True,57703
438,29339,True,57703
438,29349,True,57703
438,29359,True,57703
438,29369,True,57703
438,29379,True,57703
438,29413,True,57703
438,29444,True,57703
438,29454,True,57703
438,34926,True,57703
438,34937,True,57703
438,34947,True,57703
438,34957,True,57703
438,34967,True,57703
438,34977,True,57703
438,34987,True,57703
438,37853,True,57703
438,37863,True,57703
438,37873,True,57703
438,40939,True,57703
438,40949,True,57703
438,40959,True,57703
438,40972,True,57703
438,41753,True,57703
438,41754,True,57703
438,41755,True,57703
438,42262,True,57703
438,45194,True,57703
438,45214,True,57703
438,45224,True,57703
438,45234,True,57703
438,45244,True,57703
438,58661,True,57703
438,69308,True,57703
438,73419,True,57703
438,73429,True,57703
438,73439,True,57703
438,73449,True,57703
438,73459,True,57703
449,18570,True,196401
449,42859,True,196401
455,25467,True,107654
455,26196,True,107654
455,26204,True,107654
456,14698,True,138088
456,18129,True,138088
456,30749,True,138088
456,35015,True,138088
456,35034,True,138088
456,35053,True,138088
456,64254,True,138088
456,64255,True,138088
456,64256,True,138088
457,12101,True,51039
457,12123,True,51039
457,13493,True,51039
457,13515,True,51039
457,18120,True,51039
457,34173,True,51039
458,14698,True,142603
458,18129,True,142603
458,30749,True,142603
458,35015,True,142603
458,35034,True,142603
458,35053,True,142603
458,64254,True,142603
458,64255,True,142603
458,64256,True,142603
459,1317,True,127671
459,2498,True,127671
459,2611,True,127671
459,2612,True,127671
459,2613,True,127671
459,2640,True,127671
459,2734,True,127671
459,4835,True,127671
459,5750,True,127671
459,8335,True,127671
459,15146,True,127671
459,15147,True,127671
459,15927,True,127671
459,16303,True,127671
459,20544,True,127671
459,20573,True,127671
459,23590,True,127671
459,24390,True,127671
459,28396,True,127671
459,29836,True,127671
459,30490,True,127671
459,35924,True,127671
459,36780,True,127671
459,54370,True,127671
459,73936,True,127671
460,605,True,
460,703,True,
460,1313,True,
460,1883,True,
460,3116,True,
460,3874,True,
460,5915,True,
460,13567,True,
460,22818,True,
460,32783,True,
460,43219,True,
460,43559,True,
460,50650,True,
460,50651,True,
460,63216,True,
460,73956,True,
463,608,True,4693
463,2443,True,4693
463,6548,True,4693
463,10691,True,4693
463,10692,True,4693
463,34936,True,4693
463,45553,True,4693
463,68506,True,4693
464,1311,True,59986
464,1312,True,59986
464,3141,True,59986
464,3177,True,59986
464,6193,True,59986
464,8467,True,59986
464,17591,True,59986
464,46913,True,59986
464,58294,True,59986
464,58295,True,59986
464,60200,True,59986
464,65533,True,59986
464,67854,True,59986
468,375,True,2712
468,36321,True,2712
469,3427,True,201057
469,3428,True,201057
469,3429,True,201057
469,4787,True,201057
470,3427,True,201049
470,3428,True,201049
470,3429,True,201049
470,4787,True,201049
471,1709,True,32336
471,4606,True,32336
472,30404,True,6467
472,62541,True,6467
473,30404,True,6467
473,62541,True,6467
474,30404,True,
474,62541,True,
478,3513,True,
478,4600,True,
478,55188,True,
478,72661,True,
479,13312,True,46280
479,13313,True,46280
479,28273,True,46280
479,34582,True,46280
479,34583,True,46280
479,34592,True,46280
479,40028,True,46280
479,48284,True,46280
479,51663,True,46280
480,36372,True,
481,8307,True,74934
481,25362,True,74934
482,9032,True,214213
482,9040,True,214213
482,9048,True,214213
482,57374,True,214213
483,9032,True,214205
483,9040,True,214205
483,9048,True,214205
483,57374,True,214205
484,9032,True,214191
484,9040,True,214191
484,9048,True,214191
484,57374,True,214191
485,11865,True,8311
486,39298,True,150029
486,39299,True,150029
486,39300,True,150029
486,39301,True,150029
499,10446,True,215937
499,10459,True,215937
499,14122,True,215937
499,14135,True,215937
499,20808,True,215937
499,24095,True,215937
501,8356,True,
501,8503,True,
501,8504,True,
502,8356,True,218138
502,8503,True,218138
502,8504,True,218138
504,8342,True,96970
504,8343,True,96970
504,8344,True,96970
504,15779,True,96970
504,15780,True,96970
504,15781,True,96970
504,15782,True,96970
504,15783,True,96970
504,15784,True,96970
504,30843,True,96970
504,30844,True,96970
504,30845,True,96970
504,30846,True,96970
504,58176,True,96970
504,58178,True,96970
505,8342,True,96997
505,8343,True,96997
505,8344,True,96997
505,15779,True,96997
505,15780,True,96997
505,15781,True,96997
505,15782,True,96997
505,15783,True,96997
505,15784,True,96997
505,30843,True,96997
505,30844,True,96997
505,30845,True,96997
505,30846,True,96997
505,58176,True,96997
505,58178,True,96997
506,8342,True,96989
506,8343,True,96989
506,8344,True,96989
506,15779,True,96989
506,15780,True,96989
506,15781,True,96989
506,15782,True,96989
506,15783,True,96989
506,15784,True,96989
506,30843,True,96989
506,30844,True,96989
506,30845,True,96989
506,30846,True,96989
506,58176,True,96989
506,58178,True,96989
507,854,True,
507,855,True,
507,3718,True,
507,4623,True,
507,4625,True,
507,15129,True,
507,15130,True,
508,4510,True,124346
508,25469,True,124346
508,25915,True,124346
509,608,True,
509,2443,True,
509,6548,True,
509,10691,True,
509,10692,True,
509,34936,True,
509,45553,True,
509,68506,True,
510,1317,True,
510,2498,True,
510,2611,True,
510,2612,True,
510,2613,True,
510,2640,True,
510,2734,True,
510,4835,True,
510,5750,True,
510,8335,True,
510,15146,True,
510,15147,True,
510,15927,True,
510,16303,True,
510,20544,True,
510,20573,True,
510,23590,True,
510,24390,True,
510,28396,True,
510,29836,True,
510,30490,True,
510,35924,True,
510,36780,True,
510,54370,True,
510,73936,True,
511,7323,True,
511,7324,True,
511,24262,True,
511,26022,True,
511,26353,True,
511,29134,True,
511,29135,True,
511,36383,True,
511,38619,True,
511,39331,True,
511,39332,True,
511,39333,True,
511,39334,True,
511,39697,True,
511,39699,True,
511,42325,True,
511,42326,True,
511,54036,True,
511,54037,True,
511,54039,True,
511,54591,True,
511,55320,True,
511,55321,True,
511,55322,True,
511,56972,True,
511,62388,True,
511,63009,True,
511,64746,True,
511,65038,True,
511,65509,True,
511,65556,True,
511,68330,True,
511,69160,True,
511,70419,True,
512,29088,True,100846
512,32479,True,100846
512,52938,True,100846
513,14469,True,98361
513,14470,True,98361
513,20747,True,98361
513,63436,True,98361
513,63467,True,98361
513,63468,True,98361
513,63469,True,98361
513,63470,True,98361
513,63471,True,98361
514,14469,True,86991
514,14470,True,86991
514,20747,True,86991
514,63436,True,86991
514,63467,True,86991
514,63468,True,86991
514,63469,True,86991
514,63470,True,86991
514,63471,True,86991
520,9032,True,214213
520,9040,True,214213
520,9048,True,214213
520,57374,True,214213
521,9032,True,214205
521,9040,True,214205
521,9048,True,214205
521,57374,True,214205
522,9032,True,214191
522,9040,True,214191
522,9048,True,214191
522,57374,True,214191
525,645,True,23272
527,1479,True,98620
527,1480,True,98620
527,1481,True,98620
527,17558,True,98620
527,17559,True,98620
527,18544,True,98620
528,61549,True,218413
528,65753,True,218413
528,71691,True,218413
529,10391,True,167398
529,11176,True,167398
529,20094,True,167398
529,20562,True,167398
529,22742,True,167398
530,10391,True,167371
530,11176,True,167371
530,20094,True,167371
530,20562,True,167371
530,22742,True,167371
532,3097,True,
532,8219,True,
532,22539,True,
532,25261,True,
533,752,True,214582
534,4510,True,74284
534,25469,True,74284
534,25915,True,74284
535,35338,True,70211
535,35339,True,70211
535,35340,True,70211
536,1514,True,
536,28269,True,
536,39297,True,
536,52621,True,
536,52622,True,
536,54075,True,
539,7032,True,108502
539,9089,True,108502
539,9090,True,108502
539,9091,True,108502
539,21900,True,108502
539,21901,True,108502
539,21902,True,108502
539,26665,True,108502
539,28754,True,108502
540,7032,True,108510
540,9089,True,108510
540,9090,True,108510
540,9091,True,108510
540,21900,True,108510
540,21901,True,108510
540,21902,True,108510
540,26665,True,108510
540,28754,True,108510
543,4827,True,41068
543,5984,True,41068
544,3036,True,3662
544,3037,True,3662
544,4801,True,3662
544,9076,True,3662
544,22809,True,3662
544,23206,True,3662
544,56456,True,3662
544,65459,True,3662
544,65544,True,3662
544,65799,True,3662
544,65943,True,3662
544,65944,True,3662
545,1845,True,60062
545,1846,True,60062
545,1847,True,60062
545,17821,True,60062
545,17822,True,60062
545,20807,True,60062
545,22190,True,60062
545,28032,True,60062
545,54111,True,60062
545,54112,True,60062
545,54113,True,60062
545,54114,True,60062
545,54115,True,60062
545,54116,True,60062
545,71787,True,60062
545,74363,True,60062
546,4117,True,52051
546,9056,True,52051
546,9057,True,52051
546,12240,True,52051
547,374,True,3158
547,478,True,3158
547,479,True,3158
547,480,True,3158
547,1035,True,3158
547,1036,True,3158
547,3806,True,3158
547,7621,True,3158
547,16300,True,3158
547,16301,True,3158
547,16302,True,3158
547,22422,True,3158
547,28023,True,3158
547,32916,True,3158
547,32918,True,3158
547,50754,True,3158
548,374,True,7226
548,478,True,7226
548,479,True,7226
548,480,True,7226
548,1035,True,7226
548,1036,True,7226
548,3806,True,7226
548,7621,True,7226
548,16300,True,7226
548,16301,True,7226
548,16302,True,7226
548,22422,True,7226
548,28023,True,7226
548,32916,True,7226
548,32918,True,7226
548,50754,True,7226
549,6654,True,1090
549,14459,True,1090
549,14461,True,1090
549,56117,True,1090
549,61137,True,1090
549,61138,True,1090
549,64589,True,1090
549,66340,True,1090
550,6654,True,60674
550,14459,True,60674
550,14461,True,60674
550,56117,True,60674
550,61137,True,60674
550,61138,True,60674
550,64589,True,60674
550,66340,True,60674
554,1704,True,48402
554,1705,True,48402
554,1706,True,48402
554,4796,True,48402
555,1704,True,76376
555,1705,True,76376
555,1706,True,76376
555,4796,True,76376
556,1704,True,48410
556,1705,True,48410
556,1706,True,48410
556,4796,True,48410
557,2631,True,25534
557,2826,True,25534
557,3531,True,25534
557,13283,True,25534
557,16248,True,25534
558,1479,True,98612
558,1480,True,98612
558,1481,True,98612
558,17558,True,98612
558,17559,True,98612
558,18544,True,98612
559,1479,True,98604
559,1480,True,98604
559,1481,True,98604
559,17558,True,98604
559,17559,True,98604
559,18544,True,98604
564,851,True,32476
564,853,True,32476
564,1374,True,32476
564,3774,True,32476
564,4196,True,32476
564,4198,True,32476
564,6210,True,32476
564,6212,True,32476
564,13318,True,32476
564,39021,True,32476
564,51552,True,32476
565,55026,True,137200
565,55027,True,137200
565,55028,True,137200
565,61423,True,137200
566,1738,True,38431
566,4753,True,38431
566,4832,True,38431
566,4833,True,38431
566,6760,True,38431
567,10703,True,23744
567,19942,True,23744
567,19972,True,23744
567,19987,True,23744
567,24738,True,23744
568,1845,True,60062
568,1846,True,60062
568,1847,True,60062
568,17821,True,60062
568,17822,True,60062
568,20807,True,60062
568,22190,True,60062
568,28032,True,60062
568,54111,True,60062
568,54112,True,60062
568,54113,True,60062
568,54114,True,60062
568,54115,True,60062
568,54116,True,60062
568,71787,True,60062
568,74363,True,60062
570,18136,True,87092
570,22907,True,87092
570,24065,True,87092
570,64486,True,87092
572,7032,True,
572,9089,True,
572,9090,True,
572,9091,True,
572,21900,True,
572,21901,True,
572,21902,True,
572,26665,True,
572,28754,True,
573,7032,True,
573,9089,True,
573,9090,True,
573,9091,True,
573,21900,True,
573,21901,True,
573,21902,True,
573,26665,True,
573,28754,True,
574,7032,True,
574,9089,True,
574,9090,True,
574,9091,True,
574,21900,True,
574,21901,True,
574,21902,True,
574,26665,True,
574,28754,True,
575,1845,True,60062
575,1846,True,60062
575,1847,True,60062
575,17821,True,60062
575,17822,True,60062
575,20807,True,60062
575,22190,True,60062
575,28032,True,60062
575,54111,True,60062
575,54112,True,60062
575,54113,True,60062
575,54114,True,60062
575,54115,True,60062
575,54116,True,60062
575,71787,True,60062
575,74363,True,60062
576,6049,True,72699
576,6052,True,72699
576,10029,True,72699
576,11483,True,72699
576,11813,True,72699
576,11816,True,72699
576,55191,True,72699
577,2637,True,52833
577,2638,True,52833
577,2639,True,52833
577,7026,True,52833
577,7027,True,52833
577,52630,True,52833
578,2637,True,52825
578,2638,True,52825
578,2639,True,52825
578,7026,True,52825
578,7027,True,52825
578,52630,True,52825
579,49994,True,90883
579,72231,True,90883
580,8804,True,
580,20963,True,
580,21609,True,
580,29246,True,
580,29248,True,
580,42764,True,
580,62330,True,
581,3107,True,59005
581,3108,True,59005
582,3107,True,58998
582,3108,True,58998
584,1317,True,67903
584,2498,True,67903
584,2611,True,67903
584,2612,True,67903
584,2613,True,67903
584,2640,True,67903
584,2734,True,67903
584,4835,True,67903
584,5750,True,67903
584,8335,True,67903
584,15146,True,67903
584,15147,True,67903
584,15927,True,67903
584,16303,True,67903
584,20544,True,67903
584,20573,True,67903
584,23590,True,67903
584,24390,True,67903
584,28396,True,67903
584,29836,True,67903
584,30490,True,67903
584,35924,True,67903
584,36780,True,67903
584,54370,True,67903
584,73936,True,67903
589,891,True,115002
589,1482,True,115002
589,4120,True,115002
591,19500,True,
591,19520,True,
592,13312,True,46280
592,13313,True,46280
592,28273,True,46280
592,34582,True,46280
592,34583,True,46280
592,34592,True,46280
592,40028,True,46280
592,48284,True,46280
592,51663,True,46280
594,11840,True,41890
594,11841,True,41890
594,11842,True,41890
594,65424,True,41890
594,68273,True,41890
595,14015,True,82139
595,14037,True,82139
595,17151,True,82139
595,17217,True,82139
595,44113,True,82139
596,14015,True,82120
596,14037,True,82120
596,17151,True,82120
596,17217,True,82120
596,44113,True,82120
597,14015,True,82112
597,14037,True,82112
597,17151,True,82112
597,17217,True,82112
597,44113,True,82112
598,14015,True,88773
598,14037,True,88773
598,17151,True,88773
598,17217,True,88773
598,44113,True,88773
599,25456,True,52507
599,35093,True,52507
599,35102,True,52507
599,35111,True,52507
601,897,True,
601,898,True,
601,899,True,
601,1336,True,
601,1337,True,
601,1338,True,
601,4823,True,
602,35368,True,
603,35368,True,139696
607,3735,True,67377
607,3736,True,67377
607,13833,True,67377
607,65456,True,67377
607,65945,True,67377
609,20012,True,
609,20669,True,
612,268,True,
612,575,True,
612,921,True,
612,922,True,
612,923,True,
612,924,True,
612,925,True,
612,1412,True,
612,2383,True,
612,3891,True,
612,9980,True,
612,16296,True,
612,24471,True,
612,48255,True,
613,2981,True,80926
613,2982,True,80926
613,2983,True,80926
613,6551,True,80926
613,21891,True,80926
613,25041,True,80926
616,6526,True,20753
616,8797,True,20753
616,24765,True,20753
616,29643,True,20753
616,39335,True,20753
616,39337,True,20753
616,39338,True,20753
616,39339,True,20753
616,47397,True,20753
616,47398,True,20753
616,47399,True,20753
616,47400,True,20753
616,47402,True,20753
616,48291,True,20753
616,48367,True,20753
616,48518,True,20753
616,50432,True,20753
616,54030,True,20753
616,54031,True,20753
616,54033,True,20753
616,54034,True,20753
616,54587,True,20753
616,54588,True,20753
616,54589,True,20753
616,55317,True,20753
616,57681,True,20753
616,57683,True,20753
616,57687,True,20753
616,57688,True,20753
616,59007,True,20753
616,60186,True,20753
616,63008,True,20753
616,63262,True,20753
616,64744,True,20753
616,64745,True,20753
616,65092,True,20753
616,68288,True,20753
616,68311,True,20753
616,69143,True,20753
618,15810,True,
618,15811,True,
618,15812,True,
620,1704,True,
620,1705,True,
620,1706,True,
620,4796,True,
625,15913,True,96261
625,18678,True,96261
625,68867,True,96261
626,13396,True,93963
626,13397,True,93963
626,22094,True,93963
627,13396,True,93971
627,13397,True,93971
627,22094,True,93971
628,35338,True,
628,35339,True,
628,35340,True,
629,352,True,
629,361,True,
629,4601,True,
629,4845,True,
629,16251,True,
629,16252,True,
629,20695,True,
629,20702,True,
629,20987,True,
629,20988,True,
629,21137,True,
629,26215,True,
629,27935,True,
629,35389,True,
629,35390,True,
629,35391,True,
629,36610,True,
629,39152,True,
629,41474,True,
629,41488,True,
629,52018,True,
629,52020,True,
629,55903,True,
629,57696,True,
629,62865,True,
629,64687,True,
630,352,True,
630,361,True,
630,4601,True,
630,4845,True,
630,16251,True,
630,16252,True,
630,20695,True,
630,20702,True,
630,20987,True,
630,20988,True,
630,21137,True,
630,26215,True,
630,27935,True,
630,35389,True,
630,35390,True,
630,35391,True,
630,36610,True,
630,39152,True,
630,41474,True,
630,41488,True,
630,52018,True,
630,52020,True,
