Romania_index,z_index_index,ATC_match,best_z_index_index
297,65509,True,8206
297,65556,True,8206
297,68330,True,8206
297,69160,True,8206
297,70419,True,8206
300,14569,True,94811
300,14570,True,94811
300,26084,True,94811
300,26085,True,94811
300,26086,True,94811
300,26087,True,94811
300,26088,True,94811
300,29194,True,94811
300,44341,True,94811
300,49124,True,94811
300,49125,True,94811
300,49126,True,94811
300,49128,True,94811
300,49129,True,94811
300,49616,True,94811
300,53336,True,94811
300,53337,True,94811
300,53338,True,94811
300,53339,True,94811
300,54103,True,94811
300,54104,True,94811
300,54105,True,94811
300,54106,True,94811
300,54107,True,94811
300,54602,True,94811
300,54604,True,94811
300,54608,True,94811
300,56953,True,94811
300,56954,True,94811
300,57283,True,94811
300,58694,True,94811
300,59312,True,94811
300,60194,True,94811
300,60196,True,94811
300,60197,True,94811
300,60577,True,94811
300,63012,True,94811
300,64438,True,94811
300,64755,True,94811
300,64756,True,94811
300,65079,True,94811
300,65095,True,94811
300,65418,True,94811
300,65506,True,94811
300,65557,True,94811
300,65559,True,94811
300,65957,True,94811
300,66873,True,94811
300,67882,True,94811
300,67883,True,94811
300,67889,True,94811
300,68286,True,94811
300,69083,True,94811
300,69114,True,94811
300,69148,True,94811
300,69153,True,94811
300,69154,True,94811
300,69233,True,94811
300,73586,True,94811
300,74366,True,94811
300,74369,True,94811
300,74642,True,94811
301,14569,True,94838
301,14570,True,94838
301,26084,True,94838
301,26085,True,94838
301,26086,True,94838
301,26087,True,94838
301,26088,True,94838
301,29194,True,94838
301,44341,True,94838
301,49124,True,94838
301,49125,True,94838
301,49126,True,94838
301,49128,True,94838
301,49129,True,94838
301,49616,True,94838
301,53336,True,94838
301,53337,True,94838
301,53338,True,94838
301,53339,True,94838
301,54103,True,94838
301,54104,True,94838
301,54105,True,94838
301,54106,True,94838
301,54107,True,94838
301,54602,True,94838
301,54604,True,94838
301,54608,True,94838
301,56953,True,94838
301,56954,True,94838
301,57283,True,94838
301,58694,True,94838
301,59312,True,94838
301,60194,True,94838
301,60196,True,94838
301,60197,True,94838
301,60577,True,94838
301,63012,True,94838
301,64438,True,94838
301,64755,True,94838
301,64756,True,94838
301,65079,True,94838
301,65095,True,94838
301,65418,True,94838
301,65506,True,94838
301,65557,True,94838
301,65559,True,94838
301,65957,True,94838
301,66873,True,94838
301,67882,True,94838
301,67883,True,94838
301,67889,True,94838
301,68286,True,94838
301,69083,True,94838
301,69114,True,94838
301,69148,True,94838
301,69153,True,94838
301,69154,True,94838
301,69233,True,94838
301,73586,True,94838
301,74366,True,94838
301,74369,True,94838
