France_index,z_index_index,ATC_match,best_z_index_index
228,36310,True,
228,36936,True,
228,37239,True,
228,40402,True,
228,43428,True,
228,48078,True,
228,48079,True,
228,49633,True,
228,49635,True,
228,49932,True,
228,49933,True,
228,52312,True,
228,52315,True,
228,53330,True,
228,53331,True,
228,53332,True,
228,60916,True,
228,65542,True,
228,69282,True,
228,69725,True,
229,1331,True,
229,9298,True,
229,9299,True,
229,15720,True,
229,23105,True,
229,24455,True,
229,25862,True,
229,29305,True,
229,30810,True,
229,35363,True,
229,36934,True,
229,65545,True,
230,10480,True,
231,205,True,
232,2474,True,
232,2475,True,
232,3551,True,
232,24788,True,
232,25422,True,
232,28940,True,
232,36441,True,
233,9216,True,
233,36888,True,
234,3513,True,
234,4600,True,
234,55188,True,
234,72661,True,
235,2474,True,
235,2475,True,
235,3551,True,
235,24788,True,
235,25422,True,
235,28940,True,
235,36441,True,
236,205,True,
237,1085,True,
237,1401,True,
237,4178,True,
237,4179,True,
237,6202,True,
237,7955,True,
237,7956,True,
237,7957,True,
237,7958,True,
237,7959,True,
237,7960,True,
237,7961,True,
237,14744,True,
237,22615,True,
237,22616,True,
237,26309,True,
237,28279,True,
237,33379,True,
237,34572,True,
237,36330,True,
237,36331,True,
237,37291,True,
237,42741,True,
237,49708,True,
237,63282,True,
237,63283,True,
237,64452,True,
237,65458,True,
237,65540,True,
238,254,True,
238,3726,True,
238,8991,True,
239,24521,True,
239,24737,True,
239,46835,True,
239,46836,True,
239,46858,True,
239,57808,True,
240,284,True,
240,438,True,
240,665,True,
240,989,True,
240,11103,True,
240,11104,True,
240,13781,True,
240,16496,True,
240,22475,True,
240,23554,True,
240,24094,True,
240,24447,True,
240,24967,True,
240,28024,True,
240,29058,True,
240,30210,True,
240,30842,True,
240,32636,True,
240,32932,True,
240,32933,True,
240,34795,True,
240,34796,True,
240,35336,True,
240,35372,True,
240,36813,True,
240,37655,True,
240,38142,True,
240,39778,True,
240,40569,True,
240,43453,True,
240,47796,True,
240,48568,True,
240,48569,True,
240,48602,True,
240,49563,True,
240,49565,True,
240,51843,True,
240,54887,True,
240,55122,True,
240,55307,True,
240,55308,True,
240,62558,True,
240,62559,True,
240,64291,True,
240,65599,True,
240,65684,True,
242,3408,True,
242,7352,True,
242,27406,True,
242,44042,True,
243,3431,True,
243,25009,True,
244,298,True,
244,307,True,
244,1370,True,
244,1371,True,
244,74050,True,
244,74493,True,
245,1205,True,
245,4688,True,
245,24452,True,
245,57857,True,
245,65324,True,
245,71513,True,
245,71515,True,
245,74416,True,
245,74417,True,
246,298,True,
246,307,True,
246,1370,True,
246,1371,True,
246,74050,True,
246,74493,True,
247,8342,True,
247,8343,True,
247,8344,True,
247,15779,True,
247,15780,True,
247,15781,True,
247,15782,True,
247,15783,True,
247,15784,True,
247,30843,True,
247,30844,True,
247,30845,True,
247,30846,True,
247,58176,True,
247,58178,True,
248,147,True,
248,154,True,
248,161,True,
248,367,True,
248,369,True,
248,493,True,
248,496,True,
248,1294,True,
248,3368,True,
248,3370,True,
248,5158,True,
248,10560,True,
248,38073,True,
249,267,True,
249,549,True,
249,550,True,
249,648,True,
249,2582,True,
252,6081,True,
252,6082,True,
252,6573,True,
252,6574,True,
252,26533,True,
252,28506,True,
252,28508,True,
252,44234,True,
252,59306,True,
252,62623,True,
252,68404,True,
253,164,True,
253,308,True,
253,4030,True,
253,4071,True,
253,24299,True,
253,24926,True,
253,48105,True,
254,1823,True,
254,15776,True,
254,23556,True,
254,23801,True,
254,24456,True,
254,24767,True,
254,28420,True,
254,30192,True,
254,30805,True,
254,30879,True,
254,32039,True,
254,32040,True,
254,34200,True,
254,34539,True,
254,34679,True,
254,36310,True,
254,36936,True,
254,37239,True,
254,40402,True,
254,43428,True,
254,48078,True,
254,48079,True,
254,49633,True,
254,49635,True,
254,49932,True,
254,49933,True,
254,52312,True,
254,52315,True,
254,53330,True,
254,53331,True,
254,53332,True,
254,60916,True,
254,65542,True,
254,69282,True,
254,69725,True,
255,288,True,
255,289,True,
255,22674,True,
255,22884,True,
255,30817,True,
255,34122,True,
255,34674,True,
255,40554,True,
255,41713,True,
255,41714,True,
255,41715,True,
255,45155,True,
255,57427,True,
255,59022,True,
255,63251,True,
255,69850,True,
256,18956,True,
256,18961,True,
257,7837,True,
257,23414,True,
258,3748,True,
258,11827,True,
258,11828,True,
258,11829,True,
258,11830,True,
258,11832,True,
258,20092,True,
259,767,True,
259,768,True,
259,7966,True,
259,19169,True,
259,19170,True,
259,22487,True,
259,23957,True,
259,29033,True,
259,38050,True,
259,52567,True,
259,65058,True,
262,29522,True,
263,2859,True,
263,2887,True,
263,11066,True,
263,13445,True,
263,13668,True,
263,13695,True,
263,13722,True,
263,13750,True,
263,23312,True,
263,23340,True,
263,23656,True,
264,13412,True,
264,13413,True,
264,40337,True,
267,2467,True,
267,2468,True,
267,2469,True,
267,3221,True,
267,8450,True,
267,8451,True,
267,8452,True,
267,8453,True,
267,9721,True,
267,26083,True,
267,40308,True,
267,69381,True,
267,69382,True,
267,71072,True,
268,1835,True,
268,1872,True,
268,18070,True,
268,18071,True,
268,18072,True,
268,18073,True,
268,71517,True,
269,2401,True,
269,7833,True,
269,25865,True,
269,48560,True,
270,259,True,
270,260,True,
270,265,True,
270,278,True,
270,520,True,
270,527,True,
270,612,True,
270,995,True,
270,1720,True,
270,3424,True,
270,3425,True,
270,3887,True,
270,11473,True,
270,11474,True,
270,11475,True,
270,29720,True,
270,29850,True,
270,29851,True,
270,29852,True,
270,29853,True,
270,29854,True,
270,29855,True,
270,29856,True,
270,29857,True,
270,29858,True,
270,29859,True,
270,29860,True,
270,34218,True,
270,45888,True,
270,48084,True,
270,49517,True,
271,299,True,
271,489,True,
271,4290,True,
271,26013,True,
272,8342,True,
272,8343,True,
272,8344,True,
272,15779,True,
272,15780,True,
272,15781,True,
272,15782,True,
272,15783,True,
272,15784,True,
272,30843,True,
272,30844,True,
272,30845,True,
272,30846,True,
272,58176,True,
272,58178,True,
274,1738,True,
274,4753,True,
274,4832,True,
274,4833,True,
274,6760,True,
275,297,True,
275,3787,True,
275,3788,True,
275,3881,True,
275,7438,True,
275,7440,True,
275,7441,True,
275,7442,True,
275,7443,True,
275,7444,True,
275,9199,True,
275,16238,True,
275,21064,True,
275,23115,True,
275,23116,True,
275,23117,True,
275,23118,True,
275,23119,True,
275,23120,True,
275,23121,True,
275,23122,True,
275,23123,True,
275,23124,True,
275,23405,True,
275,25377,True,
275,25378,True,
275,25379,True,
275,25380,True,
275,25381,True,
275,25383,True,
275,25384,True,
276,147,True,
276,154,True,
276,161,True,
276,367,True,
276,369,True,
276,493,True,
276,496,True,
276,1294,True,
276,3368,True,
276,3370,True,
276,5158,True,
276,10560,True,
276,38073,True,
277,356,True,
277,360,True,
277,27730,True,
277,48546,True,
277,62534,True,
278,699,True,
278,27725,True,
278,50912,True,
278,66145,True,
278,67082,True,
278,67083,True,
279,41311,True,
279,41312,True,
279,41313,True,
279,49436,True,
279,49437,True,
279,49438,True,
279,65621,True,
279,65622,True,
279,72727,True,
280,147,True,
280,154,True,
280,161,True,
280,367,True,
280,369,True,
280,493,True,
280,496,True,
280,1294,True,
280,3368,True,
280,3370,True,
280,5158,True,
280,10560,True,
280,38073,True,
281,244,True,
282,147,True,
282,154,True,
282,161,True,
282,367,True,
282,369,True,
282,493,True,
282,496,True,
282,1294,True,
282,3368,True,
282,3370,True,
282,5158,True,
282,10560,True,
282,38073,True,
283,1738,True,
283,4753,True,
283,4832,True,
283,4833,True,
283,6760,True,
284,61800,True,
285,49994,True,
285,72231,True,
286,891,True,
286,1482,True,
286,4120,True,
287,10048,True,
287,10108,True,
287,10168,True,
287,10228,True,
287,17323,True,
287,18122,True,
287,18140,True,
287,21912,True,
288,1304,True,
288,1305,True,
288,1306,True,
288,2421,True,
288,3742,True,
288,3743,True,
288,4531,True,
288,4532,True,
288,6425,True,
288,25866,True,
288,39174,True,
288,54001,True,
288,54580,True,
288,54581,True,
288,54582,True,
288,54583,True,
288,55315,True,
288,57722,True,
288,57723,True,
288,60166,True,
288,64869,True,
288,69203,True,
288,69397,True,
288,72440,True,
289,1304,True,
289,1305,True,
289,1306,True,
289,2421,True,
289,3742,True,
289,3743,True,
289,4531,True,
289,4532,True,
289,6425,True,
289,25866,True,
289,39174,True,
289,54001,True,
289,54580,True,
289,54581,True,
289,54582,True,
289,54583,True,
289,55315,True,
289,57722,True,
289,57723,True,
289,60166,True,
289,64869,True,
289,69203,True,
289,69397,True,
289,72440,True,
290,3776,True,
290,10424,True,
293,3748,True,
293,11827,True,
293,11828,True,
293,11829,True,
293,11830,True,
293,11832,True,
293,20092,True,
294,297,True,
294,3787,True,
294,3788,True,
294,3881,True,
294,7438,True,
294,7440,True,
294,7441,True,
294,7442,True,
294,7443,True,
294,7444,True,
294,9199,True,
294,16238,True,
294,21064,True,
294,23115,True,
294,23116,True,
294,23117,True,
294,23118,True,
294,23119,True,
294,23120,True,
294,23121,True,
294,23122,True,
294,23123,True,
294,23124,True,
294,23405,True,
294,25377,True,
294,25378,True,
294,25379,True,
294,25380,True,
294,25381,True,
294,25383,True,
294,25384,True,
295,3748,True,
295,11827,True,
295,11828,True,
295,11829,True,
295,11830,True,
295,11832,True,
295,20092,True,
296,1192,True,
296,1622,True,
298,33627,True,
298,33639,True,
300,1365,True,
300,7975,True,
300,7976,True,
300,7977,True,
300,7978,True,
300,7979,True,
300,7980,True,
300,7981,True,
300,7982,True,
300,7983,True,
300,7984,True,
300,22423,True,
300,22454,True,
300,22553,True,
300,22589,True,
300,22636,True,
300,37454,True,
300,38209,True,
300,38210,True,
300,39742,True,
300,42599,True,
300,42774,True,
300,45565,True,
300,48566,True,
300,51792,True,
300,58346,True,
300,59167,True,
300,59168,True,
300,59169,True,
300,59170,True,
300,59171,True,
300,59172,True,
300,63917,True,
301,8342,True,
301,8343,True,
301,8344,True,
301,15779,True,
301,15780,True,
301,15781,True,
301,15782,True,
301,15783,True,
301,15784,True,
301,30843,True,
301,30844,True,
301,30845,True,
301,30846,True,
301,58176,True,
301,58178,True,
303,1823,True,
303,15776,True,
303,23556,True,
303,23801,True,
303,24456,True,
303,24767,True,
303,28420,True,
303,30192,True,
303,30805,True,
303,30879,True,
303,32039,True,
303,32040,True,
303,34200,True,
303,34539,True,
303,34679,True,
303,36310,True,
303,36936,True,
303,37239,True,
303,40402,True,
303,43428,True,
303,48078,True,
303,48079,True,
303,49633,True,
303,49635,True,
303,49932,True,
303,49933,True,
303,52312,True,
303,52315,True,
303,53330,True,
303,53331,True,
303,53332,True,
303,60916,True,
303,65542,True,
303,69282,True,
303,69725,True,
304,259,True,
304,260,True,
304,265,True,
304,278,True,
304,520,True,
304,527,True,
304,612,True,
304,995,True,
304,1720,True,
304,3424,True,
304,3425,True,
304,3887,True,
304,11473,True,
304,11474,True,
304,11475,True,
304,29720,True,
304,29850,True,
304,29851,True,
304,29852,True,
304,29853,True,
304,29854,True,
304,29855,True,
304,29856,True,
304,29857,True,
304,29858,True,
304,29859,True,
304,29860,True,
304,34218,True,
304,45888,True,
304,48084,True,
304,49517,True,
305,2772,True,
307,3635,True,
307,50758,True,
308,22267,True,
308,22276,True,
308,22285,True,
308,22294,True,
309,2143,True,
309,20538,True,
310,9127,True,
310,9128,True,
310,14750,True,
311,4811,True,
311,4812,True,
311,15719,True,
311,31841,True,
311,68850,True,
312,30560,True,
312,30562,True,
312,52836,True,
313,136,True,
313,246,True,
313,247,True,
313,2781,True,
313,12582,True,
313,15770,True,
313,25032,True,
313,25033,True,
313,25034,True,
313,25035,True,
313,25036,True,
313,25037,True,
313,25038,True,
313,25039,True,
313,25040,True,
313,28121,True,
313,28122,True,
313,28123,True,
313,28124,True,
313,28133,True,
313,29949,True,
313,29950,True,
313,29951,True,
313,29952,True,
313,29953,True,
313,29954,True,
313,29955,True,
313,29956,True,
313,29957,True,
313,32747,True,
313,32748,True,
313,32749,True,
313,32750,True,
313,32751,True,
313,32752,True,
313,32753,True,
313,32754,True,
313,34816,True,
313,53157,True,
313,54144,True,
313,54145,True,
313,54146,True,
313,54147,True,
313,54148,True,
313,54149,True,
313,54150,True,
313,54151,True,
313,54152,True,
313,60633,True,
314,4596,True,
314,4691,True,
314,13270,True,
314,19190,True,
314,19191,True,
314,22691,True,
314,22693,True,
314,22694,True,
314,22695,True,
314,22696,True,
314,22697,True,
314,22698,True,
314,22699,True,
314,22752,True,
314,24450,True,
314,25387,True,
314,25388,True,
314,25884,True,
314,28108,True,
314,28109,True,
314,28341,True,
314,28521,True,
314,28522,True,
314,28523,True,
314,28524,True,
314,36983,True,
314,44178,True,
314,48534,True,
314,68315,True,
314,68317,True,
315,12488,True,
315,12489,True,
315,12490,True,
315,12535,True,
315,27385,True,
315,52666,True,
315,54141,True,
317,296,True,
317,657,True,
317,1060,True,
317,1379,True,
317,1681,True,
317,1753,True,
317,6644,True,
317,6871,True,
317,22806,True,
317,25371,True,
317,27724,True,
317,32929,True,
317,34573,True,
317,34594,True,
317,34595,True,
317,34596,True,
317,34597,True,
317,37848,True,
317,39664,True,
317,42039,True,
317,44236,True,
317,46148,True,
317,48548,True,
317,48549,True,
317,48550,True,
317,48551,True,
317,49625,True,
317,49626,True,
317,49627,True,
317,49629,True,
317,50271,True,
317,51797,True,
317,52123,True,
317,53153,True,
317,57698,True,
317,57699,True,
317,57700,True,
317,57701,True,
317,58683,True,
317,58684,True,
317,59311,True,
317,64583,True,
317,65078,True,
317,65088,True,
317,65089,True,
317,65090,True,
317,65096,True,
317,65097,True,
317,65098,True,
317,65099,True,
317,65405,True,
317,65489,True,
317,65860,True,
317,67158,True,
317,68493,True,
317,69958,True,
317,69959,True,
317,69960,True,
317,71092,True,
317,71095,True,
317,71106,True,
317,71108,True,
317,71197,True,
318,64773,True,
318,67638,True,
318,67642,True,
319,1823,True,
319,15776,True,
319,23556,True,
319,23801,True,
319,24456,True,
319,24767,True,
319,28420,True,
319,30192,True,
319,30805,True,
319,30879,True,
319,32039,True,
319,32040,True,
319,34200,True,
319,34539,True,
319,34679,True,
319,36310,True,
319,36936,True,
319,37239,True,
319,40402,True,
319,43428,True,
319,48078,True,
319,48079,True,
319,49633,True,
319,49635,True,
319,49932,True,
319,49933,True,
319,52312,True,
319,52315,True,
319,53330,True,
319,53331,True,
319,53332,True,
319,60916,True,
319,65542,True,
319,69282,True,
319,69725,True,
320,152,True,
320,732,True,
320,733,True,
320,734,True,
320,32059,True,
320,33058,True,
320,37847,True,
320,42771,True,
320,49098,True,
320,52575,True,
321,3348,True,
321,6305,True,
321,8660,True,
321,8661,True,
321,9065,True,
321,9066,True,
321,9067,True,
321,10729,True,
321,10730,True,
321,10731,True,
321,10732,True,
322,3348,True,
322,6305,True,
322,8660,True,
322,8661,True,
322,9065,True,
322,9066,True,
322,9067,True,
322,10729,True,
322,10730,True,
322,10731,True,
322,10732,True,
323,57274,True,
325,60625,True,
325,67961,True,
325,68919,True,
325,68922,True,
326,152,True,
326,732,True,
326,733,True,
326,734,True,
326,32059,True,
326,33058,True,
326,37847,True,
326,42771,True,
326,49098,True,
326,52575,True,
327,48103,True,
327,69773,True,
328,381,True,
329,1298,True,
334,19,True,
334,142,True,
334,143,True,
335,60555,True,
335,62419,True,
335,66241,True,
339,672,True,
339,21322,True,
339,23572,True,
339,23573,True,
339,30391,True,
339,30392,True,
339,30399,True,
339,30400,True,
339,34225,True,
339,34226,True,
339,36926,True,
339,40852,True,
339,51619,True,
340,4117,True,
340,9056,True,
340,9057,True,
340,12240,True,
341,547,True,
341,548,True,
341,717,True,
341,980,True,
341,1915,True,
341,1923,True,
341,2756,True,
341,5133,True,
341,6337,True,
341,12581,True,
341,17654,True,
341,31606,True,
341,31607,True,
341,66373,True,
341,66374,True,
341,67191,True,
342,36372,True,
344,28702,True,
344,53624,True,
344,53625,True,
344,53626,True,
