Italy_index,z_index_index,ATC_match,best_z_index_index
628,69714,True,3263
628,70085,True,3263
628,72996,True,3263
628,73473,True,3263
628,73474,True,3263
629,61211,True,47368
629,61212,True,47368
630,61211,True,47368
630,61212,True,47368
632,26020,True,37168
632,41459,True,37168
632,65512,True,37168
632,65513,True,37168
638,6526,True,69884
638,8797,True,69884
638,24765,True,69884
638,29643,True,69884
638,39335,True,69884
638,39337,True,69884
638,39338,True,69884
638,39339,True,69884
638,47397,True,69884
638,47398,True,69884
638,47399,True,69884
638,47400,True,69884
638,47402,True,69884
638,48291,True,69884
638,48367,True,69884
638,48518,True,69884
638,50432,True,69884
638,54030,True,69884
638,54031,True,69884
638,54033,True,69884
638,54034,True,69884
638,54587,True,69884
638,54588,True,69884
638,54589,True,69884
638,55317,True,69884
638,57681,True,69884
638,57683,True,69884
638,57687,True,69884
638,57688,True,69884
638,59007,True,69884
638,60186,True,69884
638,63008,True,69884
638,63262,True,69884
638,64744,True,69884
638,64745,True,69884
638,65092,True,69884
638,68288,True,69884
638,68311,True,69884
638,69143,True,69884
639,12597,True,
639,12598,True,
639,12599,True,
639,24764,True,
639,26021,True,
639,39340,True,
639,39341,True,
639,39342,True,
639,39343,True,
639,39344,True,
639,47365,True,
639,47367,True,
639,47375,True,
639,47376,True,
639,47377,True,
639,47378,True,
639,47379,True,
639,48525,True,
639,48526,True,
639,48528,True,
639,48529,True,
639,48530,True,
639,49233,True,
639,49603,True,
639,52126,True,
639,54018,True,
639,54027,True,
639,54028,True,
639,54029,True,
639,55318,True,
639,57676,True,
639,57677,True,
639,57678,True,
639,60177,True,
639,60178,True,
639,60183,True,
639,63007,True,
639,63070,True,
639,63585,True,
639,64435,True,
639,65485,True,
639,65510,True,
639,65511,True,
639,66872,True,
639,67208,True,
639,68329,True,
639,68494,True,
639,68495,True,
639,69956,True,
639,71085,True,
639,72997,True,
640,12597,True,22187
640,12598,True,22187
640,12599,True,22187
640,24764,True,22187
640,26021,True,22187
640,39340,True,22187
640,39341,True,22187
640,39342,True,22187
640,39343,True,22187
640,39344,True,22187
640,47365,True,22187
640,47367,True,22187
640,47375,True,22187
640,47376,True,22187
640,47377,True,22187
640,47378,True,22187
640,47379,True,22187
640,48525,True,22187
640,48526,True,22187
640,48528,True,22187
640,48529,True,22187
640,48530,True,22187
640,49233,True,22187
640,49603,True,22187
640,52126,True,22187
640,54018,True,22187
640,54027,True,22187
640,54028,True,22187
640,54029,True,22187
640,55318,True,22187
640,57676,True,22187
640,57677,True,22187
640,57678,True,22187
640,60177,True,22187
640,60178,True,22187
640,60183,True,22187
640,63007,True,22187
640,63070,True,22187
640,63585,True,22187
640,64435,True,22187
640,65485,True,22187
640,65510,True,22187
640,65511,True,22187
640,66872,True,22187
640,67208,True,22187
640,68329,True,22187
640,68494,True,22187
640,68495,True,22187
640,69956,True,22187
640,71085,True,22187
640,72997,True,22187
641,12597,True,22195
641,12598,True,22195
641,12599,True,22195
641,24764,True,22195
641,26021,True,22195
641,39340,True,22195
641,39341,True,22195
641,39342,True,22195
641,39343,True,22195
641,39344,True,22195
641,47365,True,22195
641,47367,True,22195
641,47375,True,22195
641,47376,True,22195
641,47377,True,22195
641,47378,True,22195
641,47379,True,22195
641,48525,True,22195
641,48526,True,22195
641,48528,True,22195
641,48529,True,22195
641,48530,True,22195
641,49233,True,22195
641,49603,True,22195
641,52126,True,22195
641,54018,True,22195
641,54027,True,22195
641,54028,True,22195
641,54029,True,22195
641,55318,True,22195
641,57676,True,22195
641,57677,True,22195
641,57678,True,22195
641,60177,True,22195
641,60178,True,22195
641,60183,True,22195
641,63007,True,22195
641,63070,True,22195
641,63585,True,22195
641,64435,True,22195
641,65485,True,22195
641,65510,True,22195
641,65511,True,22195
641,66872,True,22195
641,67208,True,22195
641,68329,True,22195
641,68494,True,22195
641,68495,True,22195
641,69956,True,22195
641,71085,True,22195
641,72997,True,22195
642,12597,True,22195
642,12598,True,22195
642,12599,True,22195
642,24764,True,22195
642,26021,True,22195
642,39340,True,22195
642,39341,True,22195
642,39342,True,22195
642,39343,True,22195
642,39344,True,22195
642,47365,True,22195
642,47367,True,22195
642,47375,True,22195
642,47376,True,22195
642,47377,True,22195
642,47378,True,22195
642,47379,True,22195
642,48525,True,22195
642,48526,True,22195
642,48528,True,22195
642,48529,True,22195
642,48530,True,22195
642,49233,True,22195
642,49603,True,22195
642,52126,True,22195
642,54018,True,22195
642,54027,True,22195
642,54028,True,22195
642,54029,True,22195
642,55318,True,22195
642,57676,True,22195
642,57677,True,22195
642,57678,True,22195
642,60177,True,22195
642,60178,True,22195
642,60183,True,22195
642,63007,True,22195
642,63070,True,22195
642,63585,True,22195
642,64435,True,22195
642,65485,True,22195
642,65510,True,22195
642,65511,True,22195
642,66872,True,22195
642,67208,True,22195
642,68329,True,22195
642,68494,True,22195
642,68495,True,22195
642,69956,True,22195
642,71085,True,22195
642,72997,True,22195
643,12597,True,22195
643,12598,True,22195
643,12599,True,22195
643,24764,True,22195
643,26021,True,22195
643,39340,True,22195
643,39341,True,22195
643,39342,True,22195
643,39343,True,22195
643,39344,True,22195
643,47365,True,22195
643,47367,True,22195
643,47375,True,22195
643,47376,True,22195
643,47377,True,22195
643,47378,True,22195
643,47379,True,22195
643,48525,True,22195
643,48526,True,22195
643,48528,True,22195
643,48529,True,22195
643,48530,True,22195
643,49233,True,22195
643,49603,True,22195
643,52126,True,22195
643,54018,True,22195
643,54027,True,22195
643,54028,True,22195
643,54029,True,22195
643,55318,True,22195
643,57676,True,22195
643,57677,True,22195
643,57678,True,22195
643,60177,True,22195
643,60178,True,22195
643,60183,True,22195
643,63007,True,22195
643,63070,True,22195
643,63585,True,22195
643,64435,True,22195
643,65485,True,22195
643,65510,True,22195
643,65511,True,22195
643,66872,True,22195
643,67208,True,22195
643,68329,True,22195
643,68494,True,22195
643,68495,True,22195
643,69956,True,22195
643,71085,True,22195
643,72997,True,22195
644,12597,True,22195
644,12598,True,22195
644,12599,True,22195
644,24764,True,22195
644,26021,True,22195
644,39340,True,22195
644,39341,True,22195
644,39342,True,22195
644,39343,True,22195
644,39344,True,22195
644,47365,True,22195
644,47367,True,22195
644,47375,True,22195
644,47376,True,22195
644,47377,True,22195
644,47378,True,22195
644,47379,True,22195
644,48525,True,22195
644,48526,True,22195
644,48528,True,22195
644,48529,True,22195
644,48530,True,22195
644,49233,True,22195
644,49603,True,22195
644,52126,True,22195
644,54018,True,22195
644,54027,True,22195
644,54028,True,22195
644,54029,True,22195
644,55318,True,22195
644,57676,True,22195
644,57677,True,22195
644,57678,True,22195
644,60177,True,22195
644,60178,True,22195
644,60183,True,22195
644,63007,True,22195
644,63070,True,22195
644,63585,True,22195
644,64435,True,22195
644,65485,True,22195
644,65510,True,22195
644,65511,True,22195
644,66872,True,22195
644,67208,True,22195
644,68329,True,22195
644,68494,True,22195
644,68495,True,22195
644,69956,True,22195
644,71085,True,22195
644,72997,True,22195
645,12597,True,22209
645,12598,True,22209
645,12599,True,22209
645,24764,True,22209
645,26021,True,22209
645,39340,True,22209
645,39341,True,22209
645,39342,True,22209
645,39343,True,22209
645,39344,True,22209
645,47365,True,22209
645,47367,True,22209
645,47375,True,22209
645,47376,True,22209
645,47377,True,22209
645,47378,True,22209
645,47379,True,22209
645,48525,True,22209
645,48526,True,22209
645,48528,True,22209
645,48529,True,22209
645,48530,True,22209
645,49233,True,22209
645,49603,True,22209
645,52126,True,22209
645,54018,True,22209
645,54027,True,22209
645,54028,True,22209
645,54029,True,22209
645,55318,True,22209
645,57676,True,22209
645,57677,True,22209
645,57678,True,22209
645,60177,True,22209
645,60178,True,22209
645,60183,True,22209
645,63007,True,22209
645,63070,True,22209
645,63585,True,22209
645,64435,True,22209
645,65485,True,22209
645,65510,True,22209
645,65511,True,22209
645,66872,True,22209
645,67208,True,22209
645,68329,True,22209
645,68494,True,22209
645,68495,True,22209
645,69956,True,22209
645,71085,True,22209
645,72997,True,22209
646,12597,True,22195
646,12598,True,22195
646,12599,True,22195
646,24764,True,22195
646,26021,True,22195
646,39340,True,22195
646,39341,True,22195
646,39342,True,22195
646,39343,True,22195
646,39344,True,22195
646,47365,True,22195
646,47367,True,22195
646,47375,True,22195
646,47376,True,22195
646,47377,True,22195
646,47378,True,22195
646,47379,True,22195
646,48525,True,22195
646,48526,True,22195
646,48528,True,22195
646,48529,True,22195
646,48530,True,22195
646,49233,True,22195
646,49603,True,22195
646,52126,True,22195
646,54018,True,22195
646,54027,True,22195
646,54028,True,22195
646,54029,True,22195
646,55318,True,22195
646,57676,True,22195
646,57677,True,22195
646,57678,True,22195
646,60177,True,22195
646,60178,True,22195
646,60183,True,22195
646,63007,True,22195
646,63070,True,22195
646,63585,True,22195
646,64435,True,22195
646,65485,True,22195
646,65510,True,22195
646,65511,True,22195
646,66872,True,22195
646,67208,True,22195
646,68329,True,22195
646,68494,True,22195
646,68495,True,22195
646,69956,True,22195
646,71085,True,22195
646,72997,True,22195
647,6526,True,20753
647,8797,True,20753
647,24765,True,20753
647,29643,True,20753
647,39335,True,20753
647,39337,True,20753
647,39338,True,20753
647,39339,True,20753
647,47397,True,20753
647,47398,True,20753
647,47399,True,20753
647,47400,True,20753
647,47402,True,20753
647,48291,True,20753
647,48367,True,20753
647,48518,True,20753
647,50432,True,20753
647,54030,True,20753
647,54031,True,20753
647,54033,True,20753
647,54034,True,20753
647,54587,True,20753
647,54588,True,20753
647,54589,True,20753
647,55317,True,20753
647,57681,True,20753
647,57683,True,20753
647,57687,True,20753
647,57688,True,20753
647,59007,True,20753
647,60186,True,20753
647,63008,True,20753
647,63262,True,20753
647,64744,True,20753
647,64745,True,20753
647,65092,True,20753
647,68288,True,20753
647,68311,True,20753
647,69143,True,20753
648,6526,True,69884
648,8797,True,69884
648,24765,True,69884
648,29643,True,69884
648,39335,True,69884
648,39337,True,69884
648,39338,True,69884
648,39339,True,69884
648,47397,True,69884
648,47398,True,69884
648,47399,True,69884
648,47400,True,69884
648,47402,True,69884
648,48291,True,69884
648,48367,True,69884
648,48518,True,69884
648,50432,True,69884
648,54030,True,69884
648,54031,True,69884
648,54033,True,69884
648,54034,True,69884
648,54587,True,69884
648,54588,True,69884
648,54589,True,69884
648,55317,True,69884
648,57681,True,69884
648,57683,True,69884
648,57687,True,69884
648,57688,True,69884
648,59007,True,69884
648,60186,True,69884
648,63008,True,69884
648,63262,True,69884
648,64744,True,69884
648,64745,True,69884
648,65092,True,69884
648,68288,True,69884
648,68311,True,69884
648,69143,True,69884
649,6526,True,69884
649,8797,True,69884
649,24765,True,69884
649,29643,True,69884
649,39335,True,69884
649,39337,True,69884
649,39338,True,69884
649,39339,True,69884
649,47397,True,69884
649,47398,True,69884
649,47399,True,69884
649,47400,True,69884
649,47402,True,69884
649,48291,True,69884
649,48367,True,69884
649,48518,True,69884
649,50432,True,69884
649,54030,True,69884
649,54031,True,69884
649,54033,True,69884
649,54034,True,69884
649,54587,True,69884
649,54588,True,69884
649,54589,True,69884
649,55317,True,69884
649,57681,True,69884
649,57683,True,69884
649,57687,True,69884
649,57688,True,69884
649,59007,True,69884
649,60186,True,69884
649,63008,True,69884
649,63262,True,69884
649,64744,True,69884
649,64745,True,69884
649,65092,True,69884
649,68288,True,69884
649,68311,True,69884
649,69143,True,69884
650,6526,True,20753
650,8797,True,20753
650,24765,True,20753
650,29643,True,20753
650,39335,True,20753
650,39337,True,20753
650,39338,True,20753
650,39339,True,20753
650,47397,True,20753
650,47398,True,20753
650,47399,True,20753
650,47400,True,20753
650,47402,True,20753
650,48291,True,20753
650,48367,True,20753
650,48518,True,20753
650,50432,True,20753
650,54030,True,20753
650,54031,True,20753
650,54033,True,20753
650,54034,True,20753
650,54587,True,20753
650,54588,True,20753
650,54589,True,20753
650,55317,True,20753
650,57681,True,20753
650,57683,True,20753
650,57687,True,20753
650,57688,True,20753
650,59007,True,20753
650,60186,True,20753
650,63008,True,20753
650,63262,True,20753
650,64744,True,20753
650,64745,True,20753
650,65092,True,20753
650,68288,True,20753
650,68311,True,20753
650,69143,True,20753
651,6526,True,69884
651,8797,True,69884
651,24765,True,69884
651,29643,True,69884
651,39335,True,69884
651,39337,True,69884
651,39338,True,69884
651,39339,True,69884
651,47397,True,69884
651,47398,True,69884
651,47399,True,69884
651,47400,True,69884
651,47402,True,69884
651,48291,True,69884
651,48367,True,69884
651,48518,True,69884
651,50432,True,69884
651,54030,True,69884
651,54031,True,69884
651,54033,True,69884
651,54034,True,69884
651,54587,True,69884
651,54588,True,69884
651,54589,True,69884
651,55317,True,69884
651,57681,True,69884
651,57683,True,69884
651,57687,True,69884
651,57688,True,69884
651,59007,True,69884
651,60186,True,69884
651,63008,True,69884
651,63262,True,69884
651,64744,True,69884
651,64745,True,69884
651,65092,True,69884
651,68288,True,69884
651,68311,True,69884
651,69143,True,69884
652,6526,True,20753
652,8797,True,20753
652,24765,True,20753
652,29643,True,20753
652,39335,True,20753
652,39337,True,20753
652,39338,True,20753
652,39339,True,20753
652,47397,True,20753
652,47398,True,20753
652,47399,True,20753
652,47400,True,20753
652,47402,True,20753
652,48291,True,20753
652,48367,True,20753
652,48518,True,20753
652,50432,True,20753
652,54030,True,20753
652,54031,True,20753
652,54033,True,20753
652,54034,True,20753
652,54587,True,20753
652,54588,True,20753
652,54589,True,20753
652,55317,True,20753
652,57681,True,20753
652,57683,True,20753
652,57687,True,20753
652,57688,True,20753
652,59007,True,20753
652,60186,True,20753
652,63008,True,20753
652,63262,True,20753
652,64744,True,20753
652,64745,True,20753
652,65092,True,20753
652,68288,True,20753
652,68311,True,20753
652,69143,True,20753
653,6526,True,69884
653,8797,True,69884
653,24765,True,69884
653,29643,True,69884
653,39335,True,69884
653,39337,True,69884
653,39338,True,69884
653,39339,True,69884
653,47397,True,69884
653,47398,True,69884
653,47399,True,69884
653,47400,True,69884
653,47402,True,69884
653,48291,True,69884
653,48367,True,69884
653,48518,True,69884
653,50432,True,69884
653,54030,True,69884
653,54031,True,69884
653,54033,True,69884
653,54034,True,69884
653,54587,True,69884
653,54588,True,69884
653,54589,True,69884
653,55317,True,69884
653,57681,True,69884
653,57683,True,69884
653,57687,True,69884
653,57688,True,69884
653,59007,True,69884
653,60186,True,69884
653,63008,True,69884
653,63262,True,69884
653,64744,True,69884
653,64745,True,69884
653,65092,True,69884
653,68288,True,69884
653,68311,True,69884
653,69143,True,69884
654,6526,True,
654,8797,True,
654,24765,True,
654,29643,True,
654,39335,True,
654,39337,True,
654,39338,True,
654,39339,True,
654,47397,True,
654,47398,True,
654,47399,True,
654,47400,True,
654,47402,True,
654,48291,True,
654,48367,True,
654,48518,True,
654,50432,True,
654,54030,True,
654,54031,True,
654,54033,True,
654,54034,True,
654,54587,True,
654,54588,True,
654,54589,True,
654,55317,True,
654,57681,True,
654,57683,True,
654,57687,True,
654,57688,True,
654,59007,True,
654,60186,True,
654,63008,True,
654,63262,True,
654,64744,True,
654,64745,True,
654,65092,True,
654,68288,True,
654,68311,True,
654,69143,True,
655,6526,True,69884
655,8797,True,69884
655,24765,True,69884
655,29643,True,69884
655,39335,True,69884
655,39337,True,69884
655,39338,True,69884
655,39339,True,69884
655,47397,True,69884
655,47398,True,69884
655,47399,True,69884
655,47400,True,69884
655,47402,True,69884
655,48291,True,69884
655,48367,True,69884
655,48518,True,69884
655,50432,True,69884
655,54030,True,69884
655,54031,True,69884
655,54033,True,69884
655,54034,True,69884
655,54587,True,69884
655,54588,True,69884
655,54589,True,69884
655,55317,True,69884
655,57681,True,69884
655,57683,True,69884
655,57687,True,69884
655,57688,True,69884
655,59007,True,69884
655,60186,True,69884
655,63008,True,69884
655,63262,True,69884
655,64744,True,69884
655,64745,True,69884
655,65092,True,69884
655,68288,True,69884
655,68311,True,69884
655,69143,True,69884
656,6526,True,
656,8797,True,
656,24765,True,
656,29643,True,
656,39335,True,
656,39337,True,
656,39338,True,
656,39339,True,
656,47397,True,
656,47398,True,
656,47399,True,
656,47400,True,
656,47402,True,
656,48291,True,
656,48367,True,
656,48518,True,
656,50432,True,
656,54030,True,
656,54031,True,
656,54033,True,
656,54034,True,
656,54587,True,
656,54588,True,
656,54589,True,
656,55317,True,
656,57681,True,
656,57683,True,
656,57687,True,
656,57688,True,
656,59007,True,
656,60186,True,
656,63008,True,
656,63262,True,
656,64744,True,
656,64745,True,
656,65092,True,
656,68288,True,
656,68311,True,
656,69143,True,
657,6526,True,69884
657,8797,True,69884
657,24765,True,69884
657,29643,True,69884
657,39335,True,69884
657,39337,True,69884
657,39338,True,69884
657,39339,True,69884
657,47397,True,69884
657,47398,True,69884
657,47399,True,69884
657,47400,True,69884
657,47402,True,69884
657,48291,True,69884
657,48367,True,69884
657,48518,True,69884
657,50432,True,69884
657,54030,True,69884
657,54031,True,69884
657,54033,True,69884
657,54034,True,69884
657,54587,True,69884
657,54588,True,69884
657,54589,True,69884
657,55317,True,69884
657,57681,True,69884
657,57683,True,69884
657,57687,True,69884
657,57688,True,69884
657,59007,True,69884
657,60186,True,69884
657,63008,True,69884
657,63262,True,69884
657,64744,True,69884
657,64745,True,69884
657,65092,True,69884
657,68288,True,69884
657,68311,True,69884
657,69143,True,69884
658,6526,True,69884
658,8797,True,69884
658,24765,True,69884
658,29643,True,69884
658,39335,True,69884
658,39337,True,69884
658,39338,True,69884
658,39339,True,69884
658,47397,True,69884
658,47398,True,69884
658,47399,True,69884
658,47400,True,69884
658,47402,True,69884
658,48291,True,69884
658,48367,True,69884
658,48518,True,69884
658,50432,True,69884
658,54030,True,69884
658,54031,True,69884
658,54033,True,69884
658,54034,True,69884
658,54587,True,69884
658,54588,True,69884
658,54589,True,69884
658,55317,True,69884
658,57681,True,69884
658,57683,True,69884
658,57687,True,69884
658,57688,True,69884
658,59007,True,69884
658,60186,True,69884
658,63008,True,69884
658,63262,True,69884
658,64744,True,69884
658,64745,True,69884
658,65092,True,69884
658,68288,True,69884
658,68311,True,69884
658,69143,True,69884
659,7323,True,27340
659,7324,True,27340
659,24262,True,27340
659,26022,True,27340
659,26353,True,27340
659,29134,True,27340
659,29135,True,27340
659,36383,True,27340
659,38619,True,27340
659,39331,True,27340
659,39332,True,27340
659,39333,True,27340
659,39334,True,27340
659,39697,True,27340
659,39699,True,27340
659,42325,True,27340
659,42326,True,27340
659,54036,True,27340
659,54037,True,27340
659,54039,True,27340
659,54591,True,27340
659,55320,True,27340
659,55321,True,27340
659,55322,True,27340
659,56972,True,27340
659,62388,True,27340
659,63009,True,27340
659,64746,True,27340
659,65038,True,27340
659,65509,True,27340
659,65556,True,27340
659,68330,True,27340
659,69160,True,27340
659,70419,True,27340
660,7323,True,8206
660,7324,True,8206
660,24262,True,8206
660,26022,True,8206
660,26353,True,8206
660,29134,True,8206
660,29135,True,8206
660,36383,True,8206
660,38619,True,8206
660,39331,True,8206
660,39332,True,8206
660,39333,True,8206
660,39334,True,8206
660,39697,True,8206
660,39699,True,8206
660,42325,True,8206
660,42326,True,8206
660,54036,True,8206
660,54037,True,8206
660,54039,True,8206
660,54591,True,8206
660,55320,True,8206
660,55321,True,8206
660,55322,True,8206
660,56972,True,8206
660,62388,True,8206
660,63009,True,8206
660,64746,True,8206
660,65038,True,8206
660,65509,True,8206
660,65556,True,8206
660,68330,True,8206
660,69160,True,8206
660,70419,True,8206
661,7323,True,8206
661,7324,True,8206
661,24262,True,8206
661,26022,True,8206
661,26353,True,8206
661,29134,True,8206
661,29135,True,8206
661,36383,True,8206
661,38619,True,8206
661,39331,True,8206
661,39332,True,8206
661,39333,True,8206
661,39334,True,8206
661,39697,True,8206
661,39699,True,8206
661,42325,True,8206
661,42326,True,8206
661,54036,True,8206
661,54037,True,8206
661,54039,True,8206
661,54591,True,8206
661,55320,True,8206
661,55321,True,8206
661,55322,True,8206
661,56972,True,8206
661,62388,True,8206
661,63009,True,8206
661,64746,True,8206
661,65038,True,8206
661,65509,True,8206
661,65556,True,8206
661,68330,True,8206
661,69160,True,8206
661,70419,True,8206
662,7323,True,8192
662,7324,True,8192
662,24262,True,8192
662,26022,True,8192
662,26353,True,8192
662,29134,True,8192
662,29135,True,8192
662,36383,True,8192
662,38619,True,8192
662,39331,True,8192
662,39332,True,8192
662,39333,True,8192
662,39334,True,8192
662,39697,True,8192
662,39699,True,8192
662,42325,True,8192
662,42326,True,8192
662,54036,True,8192
662,54037,True,8192
662,54039,True,8192
662,54591,True,8192
662,55320,True,8192
662,55321,True,8192
662,55322,True,8192
662,56972,True,8192
662,62388,True,8192
662,63009,True,8192
662,64746,True,8192
662,65038,True,8192
662,65509,True,8192
662,65556,True,8192
662,68330,True,8192
662,69160,True,8192
662,70419,True,8192
663,7323,True,8206
663,7324,True,8206
663,24262,True,8206
663,26022,True,8206
663,26353,True,8206
663,29134,True,8206
663,29135,True,8206
663,36383,True,8206
663,38619,True,8206
663,39331,True,8206
663,39332,True,8206
663,39333,True,8206
663,39334,True,8206
663,39697,True,8206
663,39699,True,8206
663,42325,True,8206
663,42326,True,8206
663,54036,True,8206
663,54037,True,8206
663,54039,True,8206
663,54591,True,8206
663,55320,True,8206
663,55321,True,8206
663,55322,True,8206
663,56972,True,8206
663,62388,True,8206
663,63009,True,8206
663,64746,True,8206
663,65038,True,8206
663,65509,True,8206
663,65556,True,8206
663,68330,True,8206
663,69160,True,8206
663,70419,True,8206
664,7323,True,8192
664,7324,True,8192
664,24262,True,8192
664,26022,True,8192
664,26353,True,8192
664,29134,True,8192
664,29135,True,8192
664,36383,True,8192
664,38619,True,8192
664,39331,True,8192
664,39332,True,8192
664,39333,True,8192
664,39334,True,8192
664,39697,True,8192
664,39699,True,8192
664,42325,True,8192
664,42326,True,8192
664,54036,True,8192
664,54037,True,8192
664,54039,True,8192
664,54591,True,8192
664,55320,True,8192
664,55321,True,8192
664,55322,True,8192
664,56972,True,8192
664,62388,True,8192
664,63009,True,8192
664,64746,True,8192
664,65038,True,8192
664,65509,True,8192
664,65556,True,8192
664,68330,True,8192
664,69160,True,8192
664,70419,True,8192
665,7323,True,27340
665,7324,True,27340
665,24262,True,27340
665,26022,True,27340
665,26353,True,27340
665,29134,True,27340
665,29135,True,27340
665,36383,True,27340
665,38619,True,27340
665,39331,True,27340
665,39332,True,27340
665,39333,True,27340
665,39334,True,27340
665,39697,True,27340
665,39699,True,27340
665,42325,True,27340
665,42326,True,27340
665,54036,True,27340
665,54037,True,27340
665,54039,True,27340
665,54591,True,27340
665,55320,True,27340
665,55321,True,27340
665,55322,True,27340
665,56972,True,27340
665,62388,True,27340
665,63009,True,27340
665,64746,True,27340
665,65038,True,27340
665,65509,True,27340
665,65556,True,27340
665,68330,True,27340
665,69160,True,27340
665,70419,True,27340
666,7323,True,27332
666,7324,True,27332
666,24262,True,27332
666,26022,True,27332
666,26353,True,27332
666,29134,True,27332
666,29135,True,27332
666,36383,True,27332
666,38619,True,27332
666,39331,True,27332
666,39332,True,27332
666,39333,True,27332
666,39334,True,27332
666,39697,True,27332
666,39699,True,27332
666,42325,True,27332
666,42326,True,27332
666,54036,True,27332
666,54037,True,27332
666,54039,True,27332
666,54591,True,27332
666,55320,True,27332
666,55321,True,27332
666,55322,True,27332
666,56972,True,27332
666,62388,True,27332
666,63009,True,27332
666,64746,True,27332
666,65038,True,27332
666,65509,True,27332
666,65556,True,27332
666,68330,True,27332
666,69160,True,27332
666,70419,True,27332
667,3107,True,59005
667,3108,True,59005
668,8745,True,149950
668,8746,True,149950
668,38172,True,149950
668,38173,True,149950
669,8745,True,149942
669,8746,True,149942
669,38172,True,149942
669,38173,True,149942
670,48756,True,
670,52309,True,
670,58376,True,
674,50355,True,
675,50355,True,
676,2415,True,74950
676,3553,True,74950
676,4112,True,74950
676,4692,True,74950
676,4693,True,74950
676,5735,True,74950
676,24739,True,74950
677,8501,True,215899
677,54785,True,215899
678,8501,True,215899
678,54785,True,215899
679,540,True,26298
679,5853,True,26298
680,540,True,
680,5853,True,
681,540,True,26298
681,5853,True,26298
682,540,True,26298
682,5853,True,26298
683,540,True,26298
683,5853,True,26298
684,540,True,26298
684,5853,True,26298
685,4813,True,52795
686,4813,True,52795
687,6862,True,
687,8706,True,
688,6862,True,230073
688,8706,True,230073
689,6862,True,230073
689,8706,True,230073
690,6862,True,
690,8706,True,
692,1331,True,145262
692,9298,True,145262
692,9299,True,145262
692,15720,True,145262
692,23105,True,145262
692,24455,True,145262
692,25862,True,145262
692,29305,True,145262
692,30810,True,145262
692,35363,True,145262
692,36934,True,145262
692,65545,True,145262
693,1331,True,145289
693,9298,True,145289
693,9299,True,145289
693,15720,True,145289
693,23105,True,145289
693,24455,True,145289
693,25862,True,145289
693,29305,True,145289
693,30810,True,145289
693,35363,True,145289
693,36934,True,145289
693,65545,True,145289
694,1331,True,
694,9298,True,
694,9299,True,
694,15720,True,
694,23105,True,
694,24455,True,
694,25862,True,
694,29305,True,
694,30810,True,
694,35363,True,
694,36934,True,
694,65545,True,
696,3416,True,132934
696,3420,True,132934
696,20145,True,132934
696,20147,True,132934
696,20149,True,132934
696,31776,True,132934
696,31778,True,132934
697,2769,True,105694
697,10425,True,105694
698,731,True,
699,731,True,
701,605,True,27278
701,703,True,27278
701,1313,True,27278
701,1883,True,27278
701,3116,True,27278
701,3874,True,27278
701,5915,True,27278
701,13567,True,27278
701,22818,True,27278
701,32783,True,27278
701,43219,True,27278
701,43559,True,27278
701,50650,True,27278
701,50651,True,27278
701,63216,True,27278
701,73956,True,27278
703,9127,True,77119
703,9128,True,77119
703,14750,True,77119
704,9127,True,77127
704,9128,True,77127
704,14750,True,77127
705,9127,True,77100
705,9128,True,77100
705,14750,True,77100
706,9127,True,77127
706,9128,True,77127
706,14750,True,77127
707,9127,True,77100
707,9128,True,77100
707,14750,True,77100
708,9127,True,77127
708,9128,True,77127
708,14750,True,77127
709,9127,True,77119
709,9128,True,77119
709,14750,True,77119
710,9127,True,77100
710,9128,True,77100
710,14750,True,77100
711,9127,True,77127
711,9128,True,77127
711,14750,True,77127
712,9127,True,77119
712,9128,True,77119
712,14750,True,77119
713,9127,True,77100
713,9128,True,77100
713,14750,True,77100
714,9127,True,77119
714,9128,True,77119
714,14750,True,77119
715,9127,True,77100
715,9128,True,77100
715,14750,True,77100
716,1814,True,138924
716,1815,True,138924
716,3374,True,138924
716,3375,True,138924
716,6441,True,138924
716,23644,True,138924
716,23645,True,138924
716,41489,True,138924
716,49552,True,138924
717,4679,True,74977
717,4681,True,74977
717,8468,True,74977
717,8470,True,74977
717,20566,True,74977
717,58679,True,74977
717,58680,True,74977
717,64298,True,74977
717,64299,True,74977
717,64300,True,74977
717,67078,True,74977
718,4679,True,74969
718,4681,True,74969
718,8468,True,74969
718,8470,True,74969
718,20566,True,74969
718,58679,True,74969
718,58680,True,74969
718,64298,True,74969
718,64299,True,74969
718,64300,True,74969
718,67078,True,74969
719,1814,True,138924
719,1815,True,138924
719,3374,True,138924
719,3375,True,138924
719,6441,True,138924
719,23644,True,138924
719,23645,True,138924
719,41489,True,138924
719,49552,True,138924
720,1814,True,138932
720,1815,True,138932
720,3374,True,138932
720,3375,True,138932
720,6441,True,138932
720,23644,True,138932
720,23645,True,138932
720,41489,True,138932
720,49552,True,138932
721,1814,True,138924
721,1815,True,138924
721,3374,True,138924
721,3375,True,138924
721,6441,True,138924
721,23644,True,138924
721,23645,True,138924
721,41489,True,138924
721,49552,True,138924
722,1814,True,138932
722,1815,True,138932
722,3374,True,138932
722,3375,True,138932
722,6441,True,138932
722,23644,True,138932
722,23645,True,138932
722,41489,True,138932
722,49552,True,138932
723,1814,True,138940
723,1815,True,138940
723,3374,True,138940
723,3375,True,138940
723,6441,True,138940
723,23644,True,138940
723,23645,True,138940
723,41489,True,138940
723,49552,True,138940
724,1814,True,138924
724,1815,True,138924
724,3374,True,138924
