Spain_index,z_index_index,ATC_match,best_z_index_index
657,35340,True,
672,3348,True,85634
672,6305,True,85634
672,8660,True,85634
672,8661,True,85634
672,9065,True,85634
672,9066,True,85634
672,9067,True,85634
672,10729,True,85634
672,10730,True,85634
672,10731,True,85634
672,10732,True,85634
679,3127,True,39144
679,10020,True,39144
679,10022,True,39144
686,28737,True,
686,28738,True,
692,7401,True,81396
692,8999,True,81396
696,35338,True,
696,35339,True,
696,35340,True,
705,35338,True,
705,35339,True,
705,35340,True,
708,2642,True,22101
711,11740,True,36358
711,16973,True,36358
711,17071,True,36358
711,17770,True,36358
711,24297,True,36358
712,2514,True,82899
712,7290,True,82899
712,7291,True,82899
717,9127,True,77119
717,9128,True,77119
717,14750,True,77119
718,9127,True,77127
718,9128,True,77127
718,14750,True,77127
719,6654,True,5509
719,14459,True,5509
719,14461,True,5509
719,56117,True,5509
719,61137,True,5509
719,61138,True,5509
719,64589,True,5509
719,66340,True,5509
720,799,True,68276
720,800,True,68276
720,801,True,68276
720,910,True,68276
720,1227,True,68276
720,2758,True,68276
720,3757,True,68276
720,3758,True,68276
720,3759,True,68276
720,63000,True,68276
720,63001,True,68276
720,69197,True,68276
722,799,True,68268
722,800,True,68268
722,801,True,68268
722,910,True,68268
722,1227,True,68268
722,2758,True,68268
722,3757,True,68268
722,3758,True,68268
722,3759,True,68268
722,63000,True,68268
722,63001,True,68268
722,69197,True,68268
723,799,True,68284
723,800,True,68284
723,801,True,68284
723,910,True,68284
723,1227,True,68284
723,2758,True,68284
723,3757,True,68284
723,3758,True,68284
723,3759,True,68284
723,63000,True,68284
723,63001,True,68284
723,69197,True,68284
724,11740,True,36331
724,16973,True,36331
724,17071,True,36331
724,17770,True,36331
724,24297,True,36331
729,14698,True,138088
729,18129,True,138088
729,30749,True,138088
729,35015,True,138088
729,35034,True,138088
729,35053,True,138088
729,64254,True,138088
729,64255,True,138088
729,64256,True,138088
730,12457,True,85448
730,18141,True,85448
731,4811,True,
731,4812,True,
731,15719,True,
731,31841,True,
731,68850,True,
732,9127,True,77100
732,9128,True,77100
732,14750,True,77100
735,374,True,7226
735,478,True,7226
735,479,True,7226
735,480,True,7226
735,1035,True,7226
735,1036,True,7226
735,3806,True,7226
735,7621,True,7226
735,16300,True,7226
735,16301,True,7226
735,16302,True,7226
735,22422,True,7226
735,28023,True,7226
735,32916,True,7226
735,32918,True,7226
735,50754,True,7226
743,18765,True,129232
743,24566,True,129232
743,39064,True,129232
747,12488,True,69671
747,12489,True,69671
747,12490,True,69671
747,12535,True,69671
747,27385,True,69671
747,52666,True,69671
747,54141,True,69671
748,18570,True,100129
748,42859,True,100129
749,34913,True,128406
749,48254,True,128406
751,1317,True,103551
751,2498,True,103551
751,2611,True,103551
751,2612,True,103551
751,2613,True,103551
751,2640,True,103551
751,2734,True,103551
751,4835,True,103551
751,5750,True,103551
751,8335,True,103551
751,15146,True,103551
751,15147,True,103551
751,15927,True,103551
751,16303,True,103551
751,20544,True,103551
751,20573,True,103551
751,23590,True,103551
751,24390,True,103551
751,28396,True,103551
751,29836,True,103551
751,30490,True,103551
751,35924,True,103551
751,36780,True,103551
751,54370,True,103551
751,73936,True,103551
754,4756,True,
754,18130,True,
754,43518,True,
765,6081,True,31526
765,6082,True,31526
765,6573,True,31526
765,6574,True,31526
765,26533,True,31526
765,28506,True,31526
765,28508,True,31526
765,44234,True,31526
765,59306,True,31526
765,62623,True,31526
765,68404,True,31526
773,352,True,
773,361,True,
773,4601,True,
773,4845,True,
773,16251,True,
773,16252,True,
773,20695,True,
773,20702,True,
773,20987,True,
773,20988,True,
773,21137,True,
773,26215,True,
773,27935,True,
773,35389,True,
773,35390,True,
773,35391,True,
773,36610,True,
773,39152,True,
773,41474,True,
773,41488,True,
773,52018,True,
773,52020,True,
773,55903,True,
773,57696,True,
773,62865,True,
773,64687,True,
774,352,True,
774,361,True,
774,4601,True,
774,4845,True,
774,16251,True,
774,16252,True,
774,20695,True,
774,20702,True,
774,20987,True,
774,20988,True,
774,21137,True,
774,26215,True,
774,27935,True,
774,35389,True,
774,35390,True,
774,35391,True,
774,36610,True,
774,39152,True,
774,41474,True,
774,41488,True,
774,52018,True,
774,52020,True,
774,55903,True,
774,57696,True,
774,62865,True,
774,64687,True,
777,34913,True,
777,48254,True,
783,29088,True,136913
783,32479,True,136913
783,52938,True,136913
785,11456,True,33138
785,14148,True,33138
785,14149,True,33138
785,14153,True,33138
785,14154,True,33138
785,17693,True,33138
785,24990,True,33138
785,60475,True,33138
785,68319,True,33138
786,6081,True,31534
786,6082,True,31534
786,6573,True,31534
786,6574,True,31534
786,26533,True,31534
786,28506,True,31534
786,28508,True,31534
786,44234,True,31534
786,59306,True,31534
786,62623,True,31534
786,68404,True,31534
788,12917,True,6297
788,23800,True,6297
788,46018,True,6297
788,56842,True,6297
809,1856,True,50504
809,1857,True,50504
809,21998,True,50504
810,4679,True,97802
810,4681,True,97802
810,8468,True,97802
810,8470,True,97802
810,20566,True,97802
810,58679,True,97802
810,58680,True,97802
810,64298,True,97802
810,64299,True,97802
810,64300,True,97802
810,67078,True,97802
819,1845,True,126578
819,1846,True,126578
819,1847,True,126578
819,17821,True,126578
819,17822,True,126578
819,20807,True,126578
819,22190,True,126578
819,28032,True,126578
819,54111,True,126578
819,54112,True,126578
819,54113,True,126578
819,54114,True,126578
819,54115,True,126578
819,54116,True,126578
819,71787,True,126578
819,74363,True,126578
820,1845,True,126578
820,1846,True,126578
820,1847,True,126578
820,17821,True,126578
820,17822,True,126578
820,20807,True,126578
820,22190,True,126578
820,28032,True,126578
820,54111,True,126578
820,54112,True,126578
820,54113,True,126578
820,54114,True,126578
820,54115,True,126578
820,54116,True,126578
820,71787,True,126578
820,74363,True,126578
