nr,ZI-nummer,Artikelnaam,Verpakking status*,Preferent bij Zilveren Kruis,Preferent bij CZ,Preferent bij Menzis,Preferent bij VGZ,Preferent bij DSW,Preferent bij ONVZ,Laagste Prijs  Niet-beschikbaar,Opmerking van fabrikant,scrape_datum,bron_week
436,15213552,ONDANSETRON KABI INJVLST 2MG/ML AMPUL 4ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
437,17326559,ONDANSETRON KALCEKS INJVLST 2MG/ML AMPUL 4ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
438,15110842,ONDANSETRON PCH TABLET FILMOMHULD 4MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
439,15110850,ONDANSETRON PCH TABLET FILMOMHULD 8MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
440,17208076,"OPRYMEA TABLET MVA 2,25MG (1,57MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
441,15741664,"OVITRELLE 250 INJVLST 500MCG/ML PEN 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
442,15596974,OXALIPLATIN ACCORD INFVLST CONC 5MG/ML FL 10ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
443,13920626,OXAZEPAM TEVA TABLET 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
444,13920677,OXAZEPAM TEVA TABLET 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
445,15759520,OXCARBAZEPINE SANDOZ TABLET FILMOMHULD 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
446,15238997,OXCARBAZEPINE VIATRIS TABLET FILMOMHULD 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
447,14070243,OXIS TURBUHALER INHALPDR 12MCG/DO 60DO,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
448,15724875,"OXYBUTYNINE HCL ACCORD TABLET 2,5MG",,False,False,False,False,False,False,,Niet preferent; >3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
449,15724883,OXYBUTYNINE HCL ACCORD TABLET 5MG,,False,False,False,False,False,False,,Niet preferent; >3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
450,14289431,"OXYBUTYNINE HCL MYLAN TABLET 2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
451,14884704,"OXYBUTYNINE HCL MYLAN TABLET 2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
452,14289458,OXYBUTYNINE HCL MYLAN TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
453,14929589,OXYBUTYNINE HCL MYLAN TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
454,15946207,OXYBUTYNINE HCL TEVA TABLET 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
455,16789857,OXYCODON HCL SANDOZ CAPSULE 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
456,15813835,OXYCODON HCL SANDOZ RETARD TABLET MVA 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
457,16316061,OXYCODON HCL TEVA RETARD TABLET MVA 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
458,17102456,PALIPERIDON TEVA INJSUSP 100MG/ML WWSP 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
459,16781961,PALIPERIDON TEVA RETARD TABLET MVA 3MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
460,17150485,PALMEUX 100 INJSUSP 100MG/ML WWSP 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
461,17034027,"PALMEUX 25 INJSUSP 100MG/ML WWSP 0,25ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
462,17150469,"PALMEUX 50 INJSUSP 100MG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
463,15046648,"PAMORELIN INJPDR FLACON 11,25MG + SOLVENS 2ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
464,16101995,PARACETAMOL TEVA TABLET 1000MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
465,15257169,PARACETAMOL TEVA TABLET 500MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
466,15215474,PAROXETINE MYLAN TABLET FILMOMH 20MG(ALS HCL ANHY),,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
467,15244458,PAROXETINE MYLAN TABLET FILMOMH 20MG(ALS HCL ANHY),,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
468,15720063,PAROXETINE MYLAN TABLET FILMOMHULD 30MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
469,15921751,"PEGASYS 90 INJVLST 180MCG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
470,14753588,"PEGASYS 135 INJVLST 270MCG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
471,14753596,"PEGASYS 180 INJVLST 360MCG/ML WWSP 0,5ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
472,15724719,"PERINDOPRIL TERT-BUTYL/INDAPAMIDE GLEN T 2/0,625MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
473,15857980,"PERINDOPRIL TERT-BUTYL/INDAPAMIDE TEVA T 2/0,625MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
474,15704858,"PERINDOPRIL TERT-BUTYL/INDAPAMIDE TEVA T 8/2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
475,15804151,"PERINDOPRIL TERT-BUTYL/INDAPAMIDE VIA TB 2/0,625MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
476,16949102,PERINDOPRIL TERT-BUTYLAMINE VIATRIS TABLET 4MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
477,15932753,PERINDOPRIL TOSILAAT TEVA TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
478,17056454,PERINDOPRIL TOSILAAT/AMLODIPINE TEVA TABL 10/ 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
479,15932745,"PERINDOPRIL TOSILAAT/INDAPAMIDE TEVA TABL 5/1,25MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
480,17249139,PIRFENIDON VIVANTA TABLET FILMOMHULD 267MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
481,16637992,PLEINVUE POEDER VOOR DRANK IN SACHET,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
482,16613783,PLENADREN TABLET MGA 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
483,16613767,PLENADREN TABLET MGA 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
484,17414377,PRALUENT INJVLST 75MG/ML PEN 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
485,15627241,"PRAMIPEXOL MYLAN TABLET 0,125MG (0,088MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
486,16064445,"PRAMIPEXOL SANDOZ RET TB MVA 1,5MG (1,05MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
487,16064453,"PRAMIPEXOL SANDOZ RET TB MVA 2,25MG (1,57MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
488,16064488,"PRAMIPEXOL SANDOZ RET TB MVA 3,75MG (2,62MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
489,16078551,"PRAMIPEXOL TEVA RET TABL MVA 0,375MG (0,26MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
490,16078578,"PRAMIPEXOL TEVA RET TABL MVA 1,5MG (1,05MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
491,15627276,"PRAMIPEXOL VIATRIS TABLET 0,125MG (0,088MG BASE)",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
492,16738993,PRASUGREL TEVA TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
493,16779177,PRASUGREL VIATRIS TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
494,15420108,PRAVASTATINENATRIUM ACCORD TABLET 10MG,,False,False,False,False,False,False,,>3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
495,14941899,PRAVASTATINENATRIUM SANDOZ TABLET 10MG (LACTOSE),,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
496,14930544,PRAVASTATINENATRIUM TEVA TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
497,15736180,PRAVASTATINENATRIUM VIATRIS TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
498,17430089,PREDNISOLON AURO TABLET 20MG,,False,False,False,False,False,False,,Beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
499,16181840,PREGABALINE ACCORD CAPSULE 25MG,,False,False,False,False,False,False,,Week 7,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
500,16181859,PREGABALINE ACCORD CAPSULE 75MG,,False,False,False,False,False,False,,Niet preferent; week 7,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
501,16165896,PREGABALINE AUROBINDO CAPSULE 75MG,,False,False,False,False,False,False,,Niet preferent,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
502,17083974,PREGABALINE AUROBINDO CAPSULE 75MG,,False,False,False,False,False,False,,Is GDS verp. Niet pref.,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
503,17179572,PREGABALINE AUROBINDO CAPSULE 300MG,,False,False,False,False,False,False,,Is GDS verp. Niet pref.,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
504,16190157,PREGABALINE VIATRIS CAPSULE 75MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
505,16190173,PREGABALINE VIATRIS CAPSULE 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
506,17247918,PREGABALINE VIVANTA CAPSULE 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
507,17241138,PREGABALINE VIVANTA CAPSULE 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
508,17247780,PREGABALINE VIVANTA CAPSULE 75MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
509,15186288,PROMETHAZINE CF TABLET OMHULD 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
510,15261409,PROPOFOL FRESEN MCT/LCT INJ EMULS 20MG/ML FL 50ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
511,13597477,PROPRANOLOL HCL TEVA TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
512,16049012,QUETIAPINE ACCORD RETARD TABLET MVA 50MG,,False,False,False,False,False,False,,Week 6,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
513,16261690,QUETIAPINE ACCORD RETARD TABLET MVA 150MG,,False,False,False,False,False,False,,Week 6,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
514,16672194,QUETIAPINE AUROBINDO TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,Is GDS verp. Niet pref. 15817075 is pref. en beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
515,17228573,QUETIAPINE AUROBINDO TABLET MVA 150MG,,False,False,False,False,False,False,,Niet preferent,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
516,17228581,QUETIAPINE AUROBINDO TABLET MVA 200MG,,False,False,False,False,False,False,,Niet preferent,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
517,17228603,QUETIAPINE AUROBINDO TABLET MVA 300MG,,False,False,False,False,False,False,,Niet preferent,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
518,17213541,QUETIAPINE AUROBINDO TABLET MVA 400MG,,False,False,False,False,False,False,,Niet preferent,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
519,15756351,QUETIAPINE TEVA RETARD TABLET MVA 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
520,15993213,QUETIAPINE TEVA RETARD TABLET MVA 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
521,15756394,QUETIAPINE TEVA RETARD TABLET MVA 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
522,15756424,QUETIAPINE TEVA RETARD TABLET MVA 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
523,15756459,QUETIAPINE TEVA RETARD TABLET MVA 400MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
524,15741184,QUETIAPINE TEVA TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
525,15946053,QVAR 100 EFA REDIHALER 100MCG/DO SPBS 200DO,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
526,17110157,RALOXIFEEN HCL AUROBINDO TABLET FILMOMHULD 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
527,14611848,RAPAMUNE DRANK 1MG/ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
528,14753413,RAPAMUNE TABLET FILMOMHULD 1MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
529,15587754,RASILEZ TABLET FILMOMHULD 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
530,17065895,REFUSAL TABLET 250MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
531,14052946,RIFADIN CAPSULE 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
532,14818833,RIFAMPICINE SANDOZ CAPSULE 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
533,14059061,RIFINAH TABLET FILMOMHULD 300/150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
534,15419673,RISPERIDON ACCORD TABLET OMHULD 2MG,,False,False,False,False,False,False,,Niet preferent; >3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
535,17067847,RISPERIDON TEVA INJPDR FLACON 25MG + SOLV 2ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
536,17067928,"RISPERIDON TEVA INJPDR FLACON 37,5MG + SOLV 2ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
537,17067960,RISPERIDON TEVA INJPDR FLACON 50MG + SOLV 2ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
538,17144191,"RIVAROXABAN VIATRIS TABLET FILMOMHULD 2,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
539,15690733,RIVASTIGMINE MYLAN CAPSULE 6MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
540,15950638,"RIVASTIGMINE MYLAN PLEISTER TRANSDERM 9,5MG/24UUR",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
541,17075165,"RIVASTIGMINE TEVA PLEISTER TRANSDERM 4,6MG/24UUR",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
542,17075157,"RIVASTIGMINE TEVA PLEISTER TRANSDERM 9,5MG/24UUR",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
543,15485552,ROPINIROL PCH TABLET FILMOMHULD 2MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
544,15604853,ROPIVACAINE FRES KABI INFVLST 2MG/ML ZAK 100ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
545,15604896,"ROPIVACAINE FRES KABI INJVLST 7,5MG/ML AMPUL 20ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
546,15604918,ROPIVACAINE FRES KABI INJVLST 10MG/ML AMPUL 20ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
547,17332273,ROSUVASTATINE AMAROX TABLET FILMOMHULD 20MG,,False,False,False,False,False,False,,Week 7,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
548,16604733,ROSUVASTATINE AUROBINDO TABLET FILMOMHULD 5MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
549,16604830,ROSUVASTATINE AUROBINDO TABLET FILMOMHULD 40MG,,False,False,False,False,False,False,,Is GDS verp. Niet pref.,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
550,15572056,SALBUTAMOL 100 REDIHALER 100MCG/DO SPB 200D+INH,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
551,15466922,"SALVACYL INJECTIEPOEDER 11,25MG + SOLVENS 2ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
552,17253616,SAPROPTERINE AUROBINDO TABLET OPLOSBAAR 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
553,15517071,SEMPREX CAPSULE 8MG,U,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
554,15285790,SEROQUEL XR TABLET MVA 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
555,15360865,SEROQUEL XR TABLET MVA 150MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
556,15285812,SEROQUEL XR TABLET MVA 200MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
557,15285839,SEROQUEL XR TABLET MVA 300MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
558,15285855,SEROQUEL XR TABLET MVA 400MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
559,16260392,SERTRALINE ACCORD TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,Niet preferent; >3 maanden,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
560,15085201,SERTRALINE MYLAN TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
561,15085228,SERTRALINE MYLAN TABLET FILMOMHULD 50MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
562,15236382,SERTRALINE MYLAN TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
563,16348230,SILDENAFIL AUROBINDO TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,Niet preferent. Beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
564,15903052,SILDENAFIL TEVA TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
565,17092841,SIMVASTATINE AUROBINDO TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,Is GDS verpakking. Beschikbaar. Niet pref.,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
566,15143198,SIMVASTATINE SANDOZ TABLET FILMOMHULD 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
567,15864081,SIMVASTATINE TEVA TABLET FILMOMHULD 20MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
568,16085582,"SIROCTID INJVLST 0,05MG/ML WWSP 1ML",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
569,16988019,SITAGLIPTINE MYLAN TABLET FILMOMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
570,16987977,SITAGLIPTINE MYLAN TABLET FILMOMHULD 25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
571,16988035,SITAGLIPTINE/METFORMINE HCL MYLAN TAB FO 50/1000MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
572,17009502,SITAGLIPTINE/METFORMINE HCL MYLAN TAB FO 50/1000MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
573,16820142,SOLIFENACINESUCCINAAT AUROBINDO TABL FILMOMH 10MG,,False,False,False,False,False,False,,Is GDS verp. Beschikbaar. Niet pref. 16820134 is pref. en beschikbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
574,16969243,SOPROBEC AER CFKVR 250MCG/DO SPBS 200DO +IN,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
575,15994228,SPEDRA TABLET 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
576,16165985,"SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
577,14750406,SPIRIVA INHALPDR 18MCG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
578,12358282,"SUFENTA FORTE INJVLST 0,05MG/ML AMPUL 5ML",,False,False,False,False,False,False,,April 2026,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
579,13750305,"SUFENTA FORTE INJVLST 0,05MG/ML AMPUL 20ML",U,False,False,False,False,False,False,,Is uit assortiment,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
580,17178509,SUGAMMADEX CF INJVLST 100MG/ML FLACON 2ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
581,16964683,"SUMATRIPTAN SUN INJVLST 3MG/0,5ML (6MG/ML) PEN",,False,False,False,False,False,False,,wordt geleverd met tijdelijke vp grootte - ZI 17434378,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
582,15131807,SUMATRIPTAN TEVA TABLET OMHULD 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
583,14084783,SYNTOCINON INJVLST 5IE/ML AMPUL 1ML,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
584,14001179,SYSTEN 75 PLEISTER MGA 75MCG/24UUR,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
585,16844742,TAKROZEM ZALF 1MG/G,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
586,16844866,TAKROZEM ZALF 1MG/G,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
587,15989801,TAMOXIFEN MYLAN TABLET 10MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
588,16188594,"TELMISARTAN/HCT GLENMARK TABLET 80/12,5MG",,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
589,16188608,TELMISARTAN/HCT GLENMARK TABLET 80/25MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
590,17323088,THIOTEPA FRESENIUS KABI INFUSIEPOEDER FLACON 100MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
591,17329051,TICAGRELOR TEVA TABLET FILMOMHULD 60MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
592,17329043,TICAGRELOR TEVA TABLET FILMOMHULD 90MG,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
593,17381738,TICAGRELOR XIROMED TABLET FILMOMHULD 60MG,,False,False,False,False,False,False,,Foute melding gewoon Leverbaar,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
594,16258746,TIOTRUS INHALPDR CAPSULE 10MCG + ZONDA INHALATOR,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
595,16258754,TIOTRUS INHALPDR CAPSULE 10MCG + ZONDA INHALATOR,,False,False,False,False,False,False,,,2026-02-05 09:09:07,Monitor leveringsproblemen - week 5 2026
